Category,Property,Value,Unit,Min,Max
Material Characteristics,density,1.42,g/cm³,,
Material Characteristics,porosity,0,%,,
Material Characteristics,surfaceRoughness,1.0,μm,,
Material Characteristics,tensileStrength,231,MPa,,
Material Characteristics,youngsModulus,2.5,GPa,,
Material Characteristics,hardness,0.35,GPa,,
Material Characteristics,flexuralStrength,250,MPa,,
Material Characteristics,oxidationResistance,3,μm/year,,
Material Characteristics,corrosionResistance,0.88,mm/year,,
Material Characteristics,compressiveStrength,231,MPa,,
Material Characteristics,fractureToughness,6,MPa m^{1/2},,
Material Characteristics,electricalResistivity,1000000000000000.0,Ω·m,,
Laser-Material Interaction,thermalDestruction,673,K,,
Laser-Material Interaction,laserAbsorption,0.65,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,1.25,J/cm²,,
Laser-Material Interaction,ablationThreshold,0.58,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,7.8e-08,m²/s,,
Laser-Material Interaction,thermalExpansion,20.0,10^{-6}/K,,
Laser-Material Interaction,specificHeat,1090.0,J/(kg·K),,
Laser-Material Interaction,thermalConductivity,0.12,W/m·K,,
Laser-Material Interaction,laserReflectivity,0.065,,,
