# Phenolic Resin Composites Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/composite/fiber-reinforced/phenolic-resin-composites-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Phenolic Resin Composites Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/composite/fiber-reinforced/phenolic-resin-composites-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Phenolic Resin Composites,,,,,Material name
Basic,Info,Category,composite,,,,,Material category
Basic,Info,Subcategory,fiber-reinforced,,,,,Material subcategory
Basic,Info,Slug,phenolic-resin-composites-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for phenolic resin composite cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength optimized for phenolic resin absorption and minimal substrate damage
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for precise cleaning control on composite surfaces
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning with thermal management
Machine,Settings,energyDensity,5.1,J/cm²,0.1,20,,Fluence threshold for effective phenolic resin removal
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for controlled ablation of phenolic resin matrix
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive heat accumulation
Machine,Settings,power,100,W,50,500,,"Typical range for pulsed Nd:YAG lasers in composite cleaning to avoid thermal damage; starting at 100W for light contamination on phenolics, which have low thermal conductivity (~0.2 W/m·K). Max safe ~300W to prevent charring (melting point ~200-300°C). Source: IPG Photonics specs and studies in Optics and Lasers in Engineering (2018) on polymer composites."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective range for 1064 nm cleaning of contaminants; slower (500-1000 mm/s) for heavy soiling, faster (2000-3000 mm/s) for light; 1500 mm/s optimal for uniform removal without substrate heating on low-reflectivity phenolics (~10-20% at 1064 nm). Source: Industry standards from Laserax manuals and J. Cleaner Production (2020) case studies."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime preferred over ps/fs for cost-effective cleaning with minimal heat-affected zone (HAZ <50 μm); 20 ns balances ablation efficiency and reduced thermal diffusion in phenolics. Ps (10-100 ps) for ultra-precise work but higher cost. Source: Laser physics in Applied Surface Science (2019) on polymer ablation thresholds.
