Category,Property,Value,Unit,Min,Max
Material Characteristics,density,6.15,g/cm³,,
Material Characteristics,porosity,0,%,,
Material Characteristics,surfaceRoughness,0.2,μm,,
Material Characteristics,tensileStrength,300,MPa,,
Material Characteristics,youngsModulus,295,GPa,,
Material Characteristics,hardness,15,GPa,,
Material Characteristics,flexuralStrength,350,MPa,,
Material Characteristics,oxidationResistance,15,μm/year,,
Material Characteristics,corrosionResistance,0.7,mm/year,,
Material Characteristics,compressiveStrength,300,MPa,,
Material Characteristics,fractureToughness,8,MPa m^{1/2},,
Material Characteristics,electricalResistivity,10000,Ω·m,,
Laser-Material Interaction,thermalDestruction,2773,K,,
Laser-Material Interaction,laserAbsorption,0.12,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,0.92,J/cm²,,
Laser-Material Interaction,ablationThreshold,0.35,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,4.33e-05,m²/s,,
Laser-Material Interaction,thermalExpansion,5.59e-06,K^{-1},,
Laser-Material Interaction,specificHeat,505.2,J/(kg·K),,
Laser-Material Interaction,thermalConductivity,130.0,W/m·K,,
Laser-Material Interaction,laserReflectivity,0.18,dimensionless,,
