Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Beryllium,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: beryllium, laser cleaning, metal, specialty, material properties",,,,,
# Last Modified: 2026-01-09,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,150,W,50,500
Machine Setting,Frequency,50,kHz,1,200
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,25000000.0,S/m,None,None
Material Characteristics,Electricalresistivity,1.06e-08,Ω·m,None,None
Material Characteristics,Fracturetoughness,9.0,MPa√m,None,None
Material Characteristics,Surfaceroughness,1.6,μm,None,None
Material Characteristics,Density,1.848,g/cm³,None,None
Material Characteristics,Oxidationresistance,873.0,K,None,None
Material Characteristics,Youngsmodulus,287.0,GPa,None,None
Material Characteristics,Hardness,167.0,HV,None,None
Material Characteristics,Compressivestrength,345.0,MPa,None,None
Material Characteristics,Tensilestrength,345.0,MPa,None,None
Material Characteristics,Flexuralstrength,345.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.001,mm/year,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Boilingpoint,2742.0,K,None,None
Material Characteristics,Absorptivity,0.1,dimensionless,None,None
Material Characteristics,Absorptioncoefficient,40200000.0,m^{-1},None,None
Material Characteristics,Reflectivity,0.65,%,None,None
Material Characteristics,Vaporpressure,5.65,Pa,None,None
Material Characteristics,Meltingpoint,1560.0,K,None,None
Material Characteristics,Thermaldestructionpoint,1560.0,K,None,None
Material Characteristics,Thermalshockresistance,60.0,K,None,None
Material Characteristics,Laserdamagethreshold,2.5,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,0.42,dimensionless (fraction of incident radiation),None,None
Laser-Material Interaction,Absorptivity,0.38,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,1.8,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.55,dimensionless,None,None
Laser-Material Interaction,Thermaldestructionpoint,1287.0,°C,None,None
Laser-Material Interaction,Thermalshockresistance,1.8,W/m,None,None
Laser-Material Interaction,Vaporpressure,133.0,Pa,None,None
Laser-Material Interaction,Thermaldestruction,1560.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.95,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,1.13e-05,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,216.0,W/m·K,None,None
Laser-Material Interaction,Specificheat,1825.0,J/kg·K,None,None
Laser-Material Interaction,Laserabsorption,0.4,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,6.42e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.85,J/cm²,None,None
,Metric,1064,nm,None,None
