# Boron Carbide Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/ceramic/carbide/boron-carbide-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Boron Carbide Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/ceramic/carbide/boron-carbide-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Boron Carbide,,,,,Material name
Basic,Info,Category,ceramic,,,,,Material category
Basic,Info,Subcategory,carbide,,,,,Material subcategory
Basic,Info,Slug,boron-carbide-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,80,W,1,120,,Optimal average power for ceramic cleaning
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength for optimal absorption
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for effective cleaning resolution
Machine,Settings,repetitionRate,50,kHz,1,200,,Pulse frequency for controlled material removal
Machine,Settings,energyDensity,2,J/cm²,0.1,20,,Energy per unit area for surface cleaning
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Pulse duration for minimal thermal penetration
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Beam travel speed for uniform coverage
Machine,Settings,passCount,3,passes,1,10,,Number of cleaning cycles for complete removal
Machine,Settings,overlapRatio,50,%,10,90,,Beam overlap for consistent surface treatment
Machine,Settings,power,100,W,50,300,,"Typical range for industrial 1064 nm fiber lasers cleaning hard ceramics like B4C; starting at 100 W balances efficiency and safety to avoid thermal damage given B4C's low thermal conductivity (~30 W/m·K); max limited to prevent melting (mp ~2450°C). Source: IPG Photonics YLR series specs and laser cleaning studies on ceramics (e.g., J. Laser Appl. 2018)."
Machine,Settings,scan_speed,1000,mm/s,10,5000,,"Effective range for contaminant removal without substrate ablation; recommended 1000 mm/s for optimal balance on B4C surfaces; slower (200-800 mm/s) for heavy contamination, faster (2000-5000 mm/s) for light oxides/dust. Source: Industry standards from Adapt Laser Systems manuals and process optimization in Opt. Lasers Eng. (2020)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime preferred for B4C to enable shockwave-based cleaning with minimal heat-affected zone (HAZ <10 μm); picosecond (ps) or femtosecond (fs) reduce thermal effects but increase cost; 20 ns recommended for reflectivity (~0.3 at 1064 nm) and hardness. Source: Laser physics research on ceramic ablation (Appl. Surf. Sci. 2019); ns avoids excessive melting.
