Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalConductivity,63000000.0,S/m,,
Material Characteristics,electricalResistivity,1.59e-08,Ω·m,,
Material Characteristics,fractureToughness,22.0,MPa m^{1/2},,
Material Characteristics,surfaceRoughness,0.05,μm,,
Material Characteristics,youngsModulus,83.0,GPa,,
Material Characteristics,oxidationResistance,0.7996,V,,
Material Characteristics,density,10490.0,kg/m³,,
Material Characteristics,hardness,25.0,HV,,
Material Characteristics,corrosionResistance,0.92,dimensionless (0-1 scale),,
Material Characteristics,compressiveStrength,55.0,MPa,,
Material Characteristics,flexuralStrength,250.0,MPa,,
Material Characteristics,tensileStrength,125.0,MPa,,
Material Characteristics,porosity,0.0,%,,
Material Characteristics,absorptivity,0.02,dimensionless,,
Material Characteristics,boilingPoint,2435.0,K,,
Material Characteristics,absorptionCoefficient,82000000.0,m^{-1},,
Material Characteristics,meltingPoint,961.8,°C,,
Material Characteristics,vaporPressure,0.53,Pa,,
Material Characteristics,thermalDestructionPoint,1234.93,K,,
Material Characteristics,reflectivity,0.98,,,
Material Characteristics,thermalShockResistance,68.3,K,,
Material Characteristics,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,12300000.0,m⁻¹,,
Laser-Material Interaction,absorptivity,0.04,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,0.45,J/cm²,,
Laser-Material Interaction,reflectivity,0.985,dimensionless (reflectance ratio),,
Laser-Material Interaction,thermalDestructionPoint,1234.93,K,,
Laser-Material Interaction,thermalShockResistance,1.2,MPa·m^0.5,,
Laser-Material Interaction,vaporPressure,0.34,Pa,,
Laser-Material Interaction,thermalDestruction,1234.93,K,,
Laser-Material Interaction,specificHeat,235.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.98,dimensionless,,
Laser-Material Interaction,thermalConductivity,429.0,W/m·K,,
Laser-Material Interaction,thermalExpansion,1.89e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.015,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,0.000174,m^2/s,,
Laser-Material Interaction,ablationThreshold,1.1,J/cm²,,
