# Titanium Alloy (Ti-6Al-4V) Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/alloy/titanium-alloy-ti-6al-4v-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Titanium Alloy (Ti-6Al-4V) Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/alloy/titanium-alloy-ti-6al-4v-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Titanium Alloy (Ti-6Al-4V),,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,alloy,,,,,Material subcategory
Basic,Info,Slug,titanium-alloy-ti-6al-4v-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for metal oxide removal
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength for optimal metal absorption
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for effective cleaning resolution
Machine,Settings,repetitionRate,50,kHz,1,200,,Pulse frequency for controlled cleaning
Machine,Settings,energyDensity,2.5,J/cm²,0.1,20,,Energy per unit area for oxide removal
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Pulse duration for minimal heat-affected zone
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Beam travel speed for uniform treatment
Machine,Settings,passCount,2,passes,1,10,,Number of cleaning cycles for complete removal
Machine,Settings,overlapRatio,50,%,10,90,,Beam overlap for consistent coverage
Machine,Settings,power,100,W,50,300,,"Typical range for 1064 nm ns-pulsed lasers in industrial cleaning of Ti-6Al-4V to remove contaminants without excessive heating; starting at 100 W for light oxidation, max limited by low thermal conductivity (6.7 W/m·K) to avoid melting (1660°C); source: CleanLaser CL 1000 manual and study in Optics and Lasers in Engineering (2018) on Ti alloys."
Machine,Settings,scan_speed,2000,mm/s,10,5000,,"Effective range for ablation of surface contaminants; 2000 mm/s recommended for optimal balance of removal efficiency and minimal HAZ on reflective Ti-6Al-4V; slower (500-1000 mm/s) for heavy contamination like oxides, faster for light residues; source: Industry standards from Laserax equipment guidelines and Journal of Laser Applications (2020)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime preferred for cost-effective cleaning; 20 ns recommended to minimize heat-affected zone (HAZ <10 μm) on heat-sensitive Ti-6Al-4V, avoiding picosecond/femtosecond unless precision required (which increase cost); ns sufficient for contamination removal without plasma shielding issues; source: Laser physics in Applied Surface Science (2019) on ablation thresholds for Ti alloys."
Machine,Settings,repetition_rate,30,kHz,1,200,,Typical for pulsed cleaning to control energy delivery; 30 kHz recommended for Ti-6Al-4V to achieve fast processing while limiting heat accumulation due to moderate reflectivity (0.4 at 1064 nm); higher rates (>50 kHz) speed up but risk thermal buildup; source: Academic literature in Lasers in Manufacturing and Materials Processing (2021).
Machine,Settings,energy_density,1,J/cm²,0.1,20,,"Fluence range for safe contaminant ablation; damage threshold ~1.5-2 J/cm² for ns pulses on Ti-6Al-4V, recommended 1.0 J/cm² for cleaning without substrate melting or oxidation; conservative due to low thermal diffusivity; source: Ablation threshold studies in Journal of Applied Physics (2017) and Optik (2022)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter range for focused cleaning; 200 μm recommended for Ti-6Al-4V surface preparation to balance resolution and coverage, smaller for fine details, larger for broad areas; ensures uniform fluence on reflective surfaces; source: Equipment specs from IPG Photonics YLR series and Surface and Coatings Technology (2019)."
