Category,Property,Value,Unit,Min,Max
Material Characteristics,compressiveStrength,414.0,MPa,,
Material Characteristics,fractureToughness,3.5,MPa√m,,
Material Characteristics,electricalResistivity,1000000000000.0,Ω·m,,
Material Characteristics,corrosionResistance,0.98,dimensionless (normalized resistance scale 0-1),,
Material Characteristics,tensileStrength,38.0,MPa,,
Material Characteristics,porosity,0.5,%,,
Material Characteristics,oxidationResistance,1173.0,K,,
Material Characteristics,youngsModulus,70.0,GPa,,
Material Characteristics,flexuralStrength,70.0,MPa,,
Material Characteristics,density,2.27,g/cm³,,
Material Characteristics,hardness,48.0,GPa,,
Laser-Material Interaction,thermalConductivity,29.3,W/m·K,,
Laser-Material Interaction,thermalDiffusivity,1.55e-05,m²/s,,
Laser-Material Interaction,thermalDestruction,3273.0,K,,
Laser-Material Interaction,laserDamageThreshold,15.2,J/cm²,,
Laser-Material Interaction,laserAbsorption,25000.0,m^{-1},,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
Laser-Material Interaction,thermalExpansion,2e-06,K^{-1},,
Laser-Material Interaction,laserReflectivity,0.92,,,
Laser-Material Interaction,specificHeat,795.0,J/(kg·K),,
