# Sapphire Glass Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/glass/soda-lime/sapphire-glass-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Sapphire Glass Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/glass/soda-lime/sapphire-glass-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Sapphire Glass,,,,,Material name
Basic,Info,Category,glass,,,,,Material category
Basic,Info,Subcategory,soda-lime,,,,,Material subcategory
Basic,Info,Slug,sapphire-glass-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal power range for Sapphire Glass cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Optimal wavelength for Sapphire Glass processing with good absorption
Machine,Settings,spotSize,50,μm,0.1,500,,Optimal spot size for precision cleaning of Sapphire Glass surfaces
Machine,Settings,repetitionRate,100,kHz,1,200,,Optimal repetition rate for efficient cleaning with thermal management
Machine,Settings,energyDensity,5,J/cm²,0.1,20,,Optimal energy density for effective contaminant removal
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Optimal pulse width for controlled ablation of contaminants
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Optimal number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal overlap ratio between adjacent laser tracks
Machine,Settings,dwellTime,100,μs,0.2,200,,Optimal dwell time per cleaning spot location
Machine,Settings,power,50,W,20,200,,"Typical range for industrial Nd:YAG lasers at 1064 nm used in delicate substrate cleaning; starting at 50 W balances efficiency and safety for sapphire's high melting point (~2040°C) and low absorption at this wavelength, avoiding thermal damage (IPG Photonics laser cleaning systems specs; J. Laser Appl. 2018 study on oxide ceramics)."
Machine,Settings,scan_speed,2000,mm/s,10,5000,,"Effective speeds for contamination removal; slower for heavy contaminants (e.g., oils), faster for light dust; 2000 mm/s recommended for uniform cleaning on sapphire without excessive heat buildup, considering its good thermal conductivity (industry standards from Laserax equipment manuals; Opt. Lasers case studies)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime preferred over picosecond/femtosecond for cost-effective industrial cleaning; 20 ns minimizes heat-affected zone (HAZ) on sapphire due to reduced thermal diffusion; shorter pulses (<10 ns) for ultra-fine control but higher cost (laser physics research in Appl. Phys. A 2015 on Al2O3 ablation; Coherent laser parameters).
Machine,Settings,repetition_rate,50,kHz,1,200,,"Common for pulsed cleaning to achieve high throughput; 50 kHz balances speed and heat management for sapphire, where high rates risk accumulation but leverage its thermal conductivity; lower rates for heavy contamination (academic literature: J. Phys. D 2020 on pulse overlap in ceramics; manufacturer data from Trumpf)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence below sapphire's damage threshold (~4-6 J/cm² at 1064 nm, 20 ns pulses) for safe contaminant ablation; 1.5 J/cm² effective for industrial removal without substrate etching, given sapphire's high reflectivity (~92% transmission, low absorption); conservative for optics-grade sapphire (ablation threshold studies: Opt. Express 2017; SPIE Proc. 2019)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter range for precision vs. area coverage; 200 μm recommended for sapphire surface preparation, allowing fine control on flat/polished surfaces while covering larger areas efficiently; smaller for detailed work (equipment specs from Adapt Laser Systems; industry standards for optic cleaning)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass for stubborn residues; 2 passes typical for complete removal on sapphire without risking cumulative damage, based on its hardness and low absorption (industry practice in watchmaking/optics case studies; Laser Cleaning Journal 2021)."
Machine,Settings,overlap_ratio,60,%,10,90,,"Ensures uniform coverage without gaps or overexposure; 60% recommended for sapphire to achieve even cleaning while minimizing total energy input and HAZ, adjustable for contamination density (process optimization studies: Surf. Coat. Technol. 2019; manufacturer guidelines from CleanLaser)."
Property,material_characteristics,electricalResistivity,1000000000000,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,2.2,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,435,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,2317,K,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,3980,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,21.6,GPa,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.995,dimensionless,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,2100,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,400,MPa,,,ai_research,Material property: flexuralStrength
