Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.38,MPa√m,,
Material Characteristics,youngsModulus,12.6,GPa,,
Material Characteristics,oxidationResistance,135.0,kJ/mol,,
Material Characteristics,density,705.0,kg/m³,,
Material Characteristics,hardness,6450.0,N,,
Material Characteristics,corrosionResistance,0.25,dimensionless (durability index),,
Material Characteristics,compressiveStrength,54.1,MPa,,
Material Characteristics,flexuralStrength,109.0,MPa,,
Material Characteristics,tensileStrength,100.0,MPa,,
Material Characteristics,porosity,0.7,,,
Material Characteristics,laserDamageThreshold,2.1,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,100000,m⁻¹,50000,200000
Laser-Material Interaction,laserDamageThreshold,1.5,J/cm²,0.5,3
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.8,1.8
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,673,K,573,773
Laser-Material Interaction,vaporPressure,50,Pa,10,200
Laser-Material Interaction,thermalDestruction,573.0,K,,
Laser-Material Interaction,specificHeat,1380.0,J/kg·K,,
Laser-Material Interaction,laserReflectivity,0.072,dimensionless (fraction),,
Laser-Material Interaction,thermalConductivity,0.17,W/m·K,,
Laser-Material Interaction,thermalExpansion,3.72e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,8200.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.3e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,2.8,J/cm²,,
