Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,1000000000000.0,Ω·m,,
Material Characteristics,fractureToughness,2.1,MPa m^{0.5},,
Material Characteristics,density,1.85,g/cm³,,
Material Characteristics,oxidationResistance,220.0,°C,,
Material Characteristics,youngsModulus,38.0,GPa,,
Material Characteristics,hardness,85.0,Shore D,,
Material Characteristics,compressiveStrength,280.0,MPa,,
Material Characteristics,tensileStrength,570.0,MPa,,
Material Characteristics,flexuralStrength,450.0,MPa,,
Material Characteristics,corrosionResistance,0.95,dimensionless (retention factor),,
Material Characteristics,laserDamageThreshold,2.1,J/cm²,,
Laser-Material Interaction,absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,absorptionCoefficient,5000,m⁻¹,1000,10000
Laser-Material Interaction,laserDamageThreshold,15,J/cm²,5,25
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,0.5,2
Laser-Material Interaction,reflectivity,0.05,dimensionless,0.04,0.06
Laser-Material Interaction,thermalDestructionPoint,673,K,573,773
Laser-Material Interaction,vaporPressure,10,Pa,1,100
Laser-Material Interaction,thermalDestruction,623.0,K,,
Laser-Material Interaction,laserReflectivity,0.05,,,
Laser-Material Interaction,thermalExpansion,1.7e-05,K^{-1},,
Laser-Material Interaction,thermalConductivity,0.35,W/m·K,,
Laser-Material Interaction,specificHeat,930.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,4500.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.04e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,3.2,J/cm²,,
