Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,55.3,GPa,,
Material Characteristics,oxidationResistance,-2.31,V,,
Material Characteristics,density,8.234,g/cm³,,
Material Characteristics,hardness,863.0,MPa,,
Material Characteristics,absorptivity,0.15,(dimensionless),,
Material Characteristics,boilingPoint,3503.0,K,,
Material Characteristics,absorptionCoefficient,420000.0,cm^{-1},,
Material Characteristics,laserDamageThreshold,2.3,J/cm²,,
Laser-Material Interaction,absorptivity,0.25,dimensionless,0.1,0.4
Laser-Material Interaction,absorptionCoefficient,50000000.0,m⁻¹,10000000.0,100000000.0
Laser-Material Interaction,laserDamageThreshold,3.5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1.8,MW/m,0.5,3
Laser-Material Interaction,reflectivity,0.75,dimensionless,0.6,0.9
Laser-Material Interaction,thermalDestructionPoint,1629,K,1500,1700
Laser-Material Interaction,vaporPressure,10,Pa,0.1,100
Laser-Material Interaction,thermalDestruction,1629.0,K,,
Laser-Material Interaction,specificHeat,182.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.92,,,
Laser-Material Interaction,thermalConductivity,11.5,W/m·K,,
Laser-Material Interaction,thermalExpansion,1.1e-05,K^{-1},,
Laser-Material Interaction,ablationThreshold,1.15,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,7.41e-06,m²/s,,
