# Tungsten Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/alloy/tungsten-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Tungsten Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/alloy/tungsten-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Tungsten,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,alloy,,,,,Material subcategory
Basic,Info,Slug,tungsten-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Tungsten oxide and contaminant removal
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength optimized for Tungsten absorption and thermal processing
Machine,Settings,spotSize,50,μm,0.1,500,,Focused spot size for precise cleaning resolution
Machine,Settings,repetitionRate,50,kHz,1,200,,High repetition rate for efficient cleaning coverage
Machine,Settings,fluenceThreshold,2.5,J/cm²,0.3,4.5,,Minimum fluence required for effective Tungsten oxide removal
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for controlled ablation of surface contaminants
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without thermal damage
Machine,Settings,power,200,W,50,2000,,"Typical range for industrial 1064 nm fiber lasers used in metal cleaning; starting at 200 W balances efficiency and safety for reflective Tungsten to avoid excessive reflection losses. Max safe below substrate melting threshold (~3422°C). Source: IPG Photonics YLR series specs and studies on laser cleaning of refractory metals (e.g., J. Laser Appl. 2018)."
Machine,Settings,scan_speed,2000,mm/s,10,5000,,"Effective range for contamination removal on high-conductivity metals like Tungsten; 2000 mm/s recommended for optimal balance of cleaning rate and fluence control. Slower for heavy contamination (e.g., oxides), faster for light surface prep. Source: Industry standards from Laserax and Adapt Laser Systems manuals."
Machine,Settings,pulse_width,50,ns,0.1,1000,,Nanosecond regime typical for industrial cleaning to ablate contaminants without deep penetration; 50 ns recommended for minimal heat-affected zone (HAZ) on Tungsten due to its high thermal conductivity. Picosecond (ps) or femtosecond (fs) for ultra-precision but less common industrially. Source: Laser physics research in Opt. Express (2015) on pulse duration effects in metal ablation.
Machine,Settings,repetition_rate,30,kHz,1,200,,"Standard for pulsed 1064 nm lasers in cleaning; 30 kHz recommended for Tungsten to achieve fast processing while limiting heat accumulation from its reflectivity. Higher rates increase speed but risk thermal buildup. Source: Academic literature, e.g., Appl. Surf. Sci. (2020) on repetition rate optimization for refractory metals."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence range for contaminant ablation on Tungsten; damage threshold ~2-4 J/cm² at 1064 nm due to high reflectivity (~60%). 1.5 J/cm² recommended for safe oxide/carbon removal without substrate damage. Source: Ablation threshold studies in J. Phys. D: Appl. Phys. (2017) and fusion reactor cleaning papers (e.g., Nucl. Fusion 2019)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Typical beam diameter for precise industrial cleaning; 200 μm recommended for Tungsten to focus energy on contaminants while covering large areas efficiently. Smaller for fine details, larger for broad prep. Source: Equipment specs from Coherent and Trumpf laser cleaning systems."
Machine,Settings,pass_count,2,passes,1,10,,"Usually 1-3 passes for complete removal on metals; 2 passes recommended for Tungsten to ensure uniform cleaning of stubborn contaminants like tungsten oxides without overexposure. Multi-pass preferred over single high-fluence pass to minimize damage. Source: Industry case studies in laser cleaning of fusion components (e.g., J. Nucl. Mater. 2021)."
Machine,Settings,overlap_ratio,50,%,10,90,,Standard for uniform coverage in scanned laser cleaning; 50% recommended for Tungsten to avoid gaps in high-reflectivity surfaces while preventing excessive heat overlap. Higher (60-80%) for heavy contamination. Source: Process optimization studies in Surf. Coat. Technol. (2019).
Property,material_characteristics,youngsModulus,411,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,773,K,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,19.25,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,370,HV,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.96,dimensionless (normalized resistance index),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,2760,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,1200,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,1510,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,fractureToughness,5.2,MPa m^{1/2},,,ai_research,Material property: fractureToughness
Property,material_characteristics,porosity,0,%,,,ai_research,Material property: porosity
Property,material_characteristics,electricalResistivity,5.6e-8,Ω m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,absorptivity,0.42,dimensionless,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,6203,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,65000000,m^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,electricalConductivity,18200000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,meltingPoint,3695,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,0,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,3695,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.845,fraction,,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,392,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,surfaceRoughness,0.8,μm,,,ai_research,Material property: surfaceRoughness
Property,material_characteristics,laserDamageThreshold,2.1,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.4,dimensionless,0.35,0.45,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,60000000,m⁻¹,50000000,70000000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,8,J/cm²,5,10,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,3,MW/m,2.5,3.5,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.6,dimensionless,0.55,0.65,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,3695,K,3650,3750,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,10,Pa,5,20,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,3695,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,132,J/kg·K,,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.6,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,174,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000045,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.4,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.000068,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.8,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Defense,,,,,Industry application
Application,Industries,Application 3,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 4,Lighting and Vacuum Tubes,,,,,Industry application
Application,Industries,Application 5,Medical Devices (X-ray tubes),,,,,Industry application
Application,Industries,Application 6,Mining and Drilling,,,,,Industry application
Application,Industries,Application 7,Nuclear,,,,,Industry application
Application,Industries,Application 8,Tooling and Dies,,,,,Industry application
Application,Industries,Application 9,Welding Electrodes,,,,,Industry application
