# Fiber Reinforced Polyurethane FRPU Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/composite/fiber-reinforced/fiber-reinforced-polyurethane-frpu-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Fiber Reinforced Polyurethane FRPU Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/composite/fiber-reinforced/fiber-reinforced-polyurethane-frpu-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Fiber Reinforced Polyurethane FRPU,,,,,Material name
Basic,Info,Category,composite,,,,,Material category
Basic,Info,Subcategory,fiber-reinforced,,,,,Material subcategory
Basic,Info,Slug,fiber-reinforced-polyurethane-frpu-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for FRPU cleaning without thermal damage to fiber reinforcement
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength optimized for polyurethane absorption while minimizing fiber damage
Machine,Settings,spotSize,100,μm,0.1,500,,Beam spot diameter for precise cleaning control on FRPU surface
Machine,Settings,repetitionRate,50,kHz,1,200,,High repetition rate for efficient cleaning with minimal thermal accumulation
Machine,Settings,energyDensity,2.5,J/cm²,0.1,20,,Fluence threshold for effective polyurethane removal while preserving fibers
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for controlled ablation of polyurethane matrix
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for efficient coverage without excessive dwell time
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive thermal input
