# Marble Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/stone/metamorphic/marble-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Marble Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/stone/metamorphic/marble-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Marble,,,,,Material name
Basic,Info,Category,stone,,,,,Material category
Basic,Info,Subcategory,metamorphic,,,,,Material subcategory
Basic,Info,Slug,marble-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Marble surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength optimized for Marble absorption and minimal subsurface damage
Machine,Settings,spotSize,100,μm,0.1,500,,Beam spot diameter for precise cleaning control on Marble surfaces
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage and thermal management
Machine,Settings,energyDensity,2.5,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal while preserving Marble substrate
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal with controlled thermal effects
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning without excessive thermal buildup
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for thorough cleaning with progressive contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning coverage and processing efficiency
Machine,Settings,power,100,W,20,300,,"Typical range for Nd:YAG lasers in stone cleaning to balance efficiency and heat control; starting at 100 W avoids thermal cracking in marble (CaCO3, low thermal conductivity ~2.5 W/mK); max limited to prevent decomposition above 800°C. Source: Adapt Laser Systems specs and Verho et al. (2007) in J. Cult. Herit."
Machine,Settings,scan_speed,500,mm/s,10,5000,,"Slower speeds for heavy contamination (e.g., soot) ensure complete removal without residue; faster for light dirt; 500 mm/s optimal for uniform cleaning on porous marble surfaces. Source: Industry manuals from Laser Photonics and case studies in Opt. Lasers Eng. (2015)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime preferred over ps/fs for cost-effective cleaning with minimal heat-affected zone (HAZ <10 μm) on heat-sensitive marble; avoids plasma shielding issues in fs. Source: Laser physics in Pouli et al. (2010), Appl. Phys. A."
Machine,Settings,repetition_rate,20,kHz,1,200,,20 kHz balances cleaning speed and heat accumulation (marble reflectivity ~0.3 at 1064 nm leads to ~70% absorption); higher rates risk cumulative heating/cracking. Source: Academic lit. in J. Appl. Phys. (2012) and IPG Photonics guidelines.
Machine,Settings,energy_density,1,J/cm²,0.1,20,,"Fluence below marble damage threshold (~5-8 J/cm² for CaCO3 ablation) for safe contaminant removal; 1 J/cm² effective for organic/inorganic dirt without substrate etching. Source: Ablation studies in Sansonetti & Marchesi (2001), Stud. Conserv., and threshold data from ELZA laser research."
Machine,Settings,spot_size,200,μm,0.1,500,,Smaller spots for fine details on marble sculptures; larger for industrial surface prep; 200 μm recommended for even energy distribution on irregular surfaces. Source: Equipment specs from Coherent Inc. and process opt. in Lasers Manuf. Mater. Process. (2018).
Machine,Settings,pass_count,2,passes,1,10,,"Multi-pass for layered contamination (e.g., 2 passes for heavy industrial grime); single pass sufficient for light cleaning; minimizes total exposure time on thermally fragile marble. Source: Industry case studies in J. Cult. Herit. (2014) and practical guidelines from Laser Cleaning Europe."
Machine,Settings,overlap_ratio,70,%,10,90,,70% overlap ensures uniform fluence coverage without gaps on marble's textured surface; higher for heavy soiling to avoid streaking. Source: Process optimization in Opt. Express (2016) and scanning system manuals from scanning galvo providers like Scanlab.
Property,material_characteristics,fractureToughness,1.16,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,55,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,0.98,,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,2710,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,3,Mohs,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.65,"dimensionless (resistance index, 0-1 scale)",,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,100,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,11,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,10,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0.6,%,,,ai_research,Material property: porosity
Property,material_characteristics,laserDamageThreshold,1.2,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.1,dimensionless,0.05,0.15,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,5000,m⁻¹,1000,10000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,2.5,J/cm²,1,5,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,1.2,MW/m,0.8,1.8,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.9,dimensionless,0.85,0.95,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1100,K,1050,1150,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,0.1,Pa,0.01,1,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,825,°C,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,880,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.38,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,2.8,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000065,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,5000,m^{-1},,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.00000124,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.2,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Cultural Heritage,,,,,Industry application
Application,Industries,Application 2,Construction and Architecture,,,,,Industry application
Application,Industries,Application 3,Monument Conservation,,,,,Industry application
Application,Industries,Application 4,Museum and Art Conservation,,,,,Industry application
Application,Industries,Application 5,Funerary Art Restoration,,,,,Industry application
Application,Industries,Application 6,Interior Design and Luxury Goods,,,,,Industry application
Application,Industries,Application 7,Archaeological Science,,,,,Industry application
Application,Industries,Application 8,Industrial Manufacturing,,,,,Industry application
Application,Industries,Application 9,Religious Architecture,,,,,Industry application
Application,Industries,Application 10,Public Art Maintenance,,,,,Industry application
