Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Indium,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: indium, laser cleaning, metal, specialty, material properties",,,,,
# Last Modified: 2026-01-08,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Fluencethreshold,2.8,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Laserpower,45,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,50,500
Machine Setting,Frequency,30,kHz,1,200
,Crystallinestructure,FCC,crystal system,None,None
Material Characteristics,Electricalconductivity,11905000.0,S/m,None,None
Material Characteristics,Electricalresistivity,8.37e-08,Ω·m,None,None
Material Characteristics,Fracturetoughness,2.3,MPa m^{1/2},None,None
Material Characteristics,Surfaceroughness,0.12,μm,None,None
Material Characteristics,Youngsmodulus,41.0,GPa,None,None
Material Characteristics,Oxidationresistance,250.0,°C,None,None
Material Characteristics,Density,7310.0,kg/m³,None,None
Material Characteristics,Hardness,9.0,HV,None,None
Material Characteristics,Corrosionresistance,0.0012,mm/year,None,None
Material Characteristics,Compressivestrength,24.5,MPa,None,None
Material Characteristics,Flexuralstrength,24.8,MPa,None,None
Material Characteristics,Tensilestrength,16.0,MPa,None,None
Material Characteristics,Porosity,0.0,%,None,None
Material Characteristics,Absorptivity,0.046,dimensionless,None,None
Material Characteristics,Boilingpoint,2345.0,K,None,None
Material Characteristics,Absorptioncoefficient,75000000.0,m^{-1},None,None
Material Characteristics,Meltingpoint,429.75,K,None,None
Material Characteristics,Vaporpressure,4.31e-31,Pa,None,None
Material Characteristics,Thermaldestructionpoint,429.75,K,None,None
Material Characteristics,Reflectivity,0.92,dimensionless,None,None
Material Characteristics,Thermalshockresistance,14.4,K,None,None
Material Characteristics,Laserdamagethreshold,2500.0,J/m²,None,None
Laser-Material Interaction,Absorptioncoefficient,12400000.0,m⁻¹,None,None
Laser-Material Interaction,Absorptivity,0.35,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,0.15,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.935,dimensionless (reflectance),None,None
Laser-Material Interaction,Thermaldestructionpoint,429.75,K,None,None
Laser-Material Interaction,Thermalshockresistance,0.0025,MPa·m¹/²,None,None
Laser-Material Interaction,Vaporpressure,0.00133,Pa,None,None
Laser-Material Interaction,Thermaldestruction,429.7485,K,None,None
Laser-Material Interaction,Specificheat,233.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.92,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,81.8,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,32.1,×10^{-6} K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.42,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,4.89e-05,m^2/s,None,None
Laser-Material Interaction,Ablationthreshold,0.22,J/cm²,None,None
,Metric,1064,nm,None,None
