Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.45,MPa√m,,
Material Characteristics,youngsModulus,22.0,GPa,,
Material Characteristics,oxidationResistance,0.95,"dimensionless (scale 0-1, where 1 indicates perfect resistance)",,
Material Characteristics,density,2160.0,kg/m³,,
Material Characteristics,hardness,28.0,HV,,
Material Characteristics,corrosionResistance,0.92,dimensionless (normalized resistance index),,
Material Characteristics,compressiveStrength,5.2,MPa,,
Material Characteristics,flexuralStrength,2.8,MPa,,
Material Characteristics,tensileStrength,2.1,MPa,,
Material Characteristics,laserDamageThreshold,1.25,J/cm²,,
Laser-Material Interaction,absorptivity,0.7,dimensionless,0.5,0.9
Laser-Material Interaction,absorptionCoefficient,1000000,m⁻¹,500000,2000000
Laser-Material Interaction,laserDamageThreshold,3,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.5,2.5
Laser-Material Interaction,reflectivity,0.3,dimensionless,0.1,0.5
Laser-Material Interaction,thermalDestructionPoint,800,K,600,1000
Laser-Material Interaction,vaporPressure,1,Pa,0.01,10
Laser-Material Interaction,thermalDestruction,550.0,°C,,
Laser-Material Interaction,specificHeat,880.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.28,dimensionless (fraction),,
Laser-Material Interaction,thermalConductivity,0.72,W/m·K,,
Laser-Material Interaction,thermalExpansion,11.0,×10^{-6} K^{-1},,
Laser-Material Interaction,laserAbsorption,42000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,5.2e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.05,J/cm²,,
