Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,99.0,GPa,,
Material Characteristics,oxidationResistance,773.0,K,,
Material Characteristics,density,6.52,g/cm³,,
Material Characteristics,hardness,200.0,HV,,
Material Characteristics,corrosionResistance,500000.0,Ω·cm²,,
Material Characteristics,compressiveStrength,380.0,MPa,,
Material Characteristics,flexuralStrength,380.0,MPa,,
Material Characteristics,tensileStrength,380.0,MPa,,
Material Characteristics,fractureToughness,55.0,MPa√m,,
Material Characteristics,porosity,0.0,fraction,,
Material Characteristics,electricalResistivity,4.2e-07,Ω·m,,
Material Characteristics,absorptivity,0.32,dimensionless,,
Material Characteristics,boilingPoint,4682.0,K,,
Material Characteristics,absorptionCoefficient,65000000.0,m^{-1},,
Material Characteristics,electricalConductivity,2380000.0,S/m,,
Material Characteristics,meltingPoint,2125.0,K,,
Material Characteristics,vaporPressure,0.0,Pa,,
Material Characteristics,thermalDestructionPoint,2128.0,K,,
Material Characteristics,reflectivity,0.92,dimensionless,,
Material Characteristics,thermalShockResistance,320.0,K,,
Material Characteristics,surfaceRoughness,0.8,μm,,
Material Characteristics,laserDamageThreshold,1.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.35,dimensionless,0.2,0.5
Laser-Material Interaction,absorptionCoefficient,5000000.0,m⁻¹,1000000.0,10000000.0
Laser-Material Interaction,laserDamageThreshold,4.5,J/cm²,2,10
Laser-Material Interaction,thermalShockResistance,1.8,MW/m,1.2,2.5
Laser-Material Interaction,reflectivity,0.65,dimensionless,0.5,0.8
Laser-Material Interaction,thermalDestructionPoint,2128,K,2000,2200
Laser-Material Interaction,vaporPressure,0.5,Pa,0.1,2
Laser-Material Interaction,thermalDestruction,2128.0,K,,
Laser-Material Interaction,specificHeat,278.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.92,dimensionless,,
Laser-Material Interaction,thermalConductivity,22.7,W/m·K,,
Laser-Material Interaction,thermalExpansion,5.8e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.38,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1.217e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
