Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.36,MPa m^{0.5},,
Material Characteristics,density,350.0,kg/m³,,
Material Characteristics,oxidationResistance,0.92,dimensionless (normalized resistance index),,
Material Characteristics,youngsModulus,6.9,GPa,,
Material Characteristics,hardness,1557.0,N,,
Material Characteristics,compressiveStrength,37.6,MPa,,
Material Characteristics,tensileStrength,51.7,MPa,,
Material Characteristics,flexuralStrength,51.0,MPa,,
Material Characteristics,corrosionResistance,0.85,"dimensionless (durability index, 0-1 scale)",,
Material Characteristics,porosity,0.79,fraction,,
Material Characteristics,laserDamageThreshold,1.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.5,2.0
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,573,K,473,673
Laser-Material Interaction,vaporPressure,100,Pa,10,1000
Laser-Material Interaction,thermalDestruction,523.0,K,,
Laser-Material Interaction,laserReflectivity,0.065,dimensionless,,
Laser-Material Interaction,thermalExpansion,4.2e-05,K^{-1},,
Laser-Material Interaction,thermalConductivity,0.11,W/m·K,,
Laser-Material Interaction,specificHeat,1340.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,95000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.2e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.75,J/cm²,,
