Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Fused Silica,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: fused silica, laser cleaning, glass, soda-lime, material properties",,,,,
# Last Modified: 2026-01-05,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,100,kHz,1,200
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,20,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,500,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,2,J/cm²,0.1,20.0
Machine Setting,Spot Size,250,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Electricalresistivity,1e+16,Ω·m,None,None
Material Characteristics,Density,2.203,g/cm³,None,None
Material Characteristics,Oxidationresistance,0.0,g/m²/s,None,None
Material Characteristics,Youngsmodulus,73.0,GPa,None,None
Material Characteristics,Hardness,5.5,GPa,None,None
Material Characteristics,Compressivestrength,1100.0,MPa,None,None
Material Characteristics,Tensilestrength,48.0,MPa,None,None
Material Characteristics,Flexuralstrength,50.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.999,dimensionless,None,None
Material Characteristics,Laserdamagethreshold,40.0,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.03,dimensionless,0.01,0.1
Laser-Material Interaction,Absorptioncoefficient,10,m⁻¹,1,100
Laser-Material Interaction,Laserdamagethreshold,15,J/cm²,5,25
Laser-Material Interaction,Thermalshockresistance,2,MW/m,1,3
Laser-Material Interaction,Reflectivity,0.04,dimensionless,0.03,0.05
Laser-Material Interaction,Thermaldestructionpoint,1800,K,1700,2000
Laser-Material Interaction,Vaporpressure,0.01,Pa,0.001,1
Laser-Material Interaction,Thermaldestruction,1986.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.035,%,None,None
Laser-Material Interaction,Thermalexpansion,5.5e-07,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,1.38,W/m·K,None,None
Laser-Material Interaction,Specificheat,740.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.1,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,8.4e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,9.2,J/cm²,None,None
,Metric,1064,nm,None,None
