Category,Property,Value,Unit,Min,Max
Material Characteristics,density,7.2,g/cm³,0.53,22.6
Material Characteristics,porosity,1.5,%,0.0,15.0
Material Characteristics,surfaceRoughness,25,μm,0.4,150
Material Characteristics,tensileStrength,250.0,MPa,3.0,3000.0
Material Characteristics,youngsModulus,110.0,GPa,5,600
Material Characteristics,hardness,200,HB,0.5,3500
Material Characteristics,flexuralStrength,400,MPa,2.5,1050.0
Material Characteristics,oxidationResistance,400,°C,200,1200
Material Characteristics,corrosionResistance,0.1,mm/year,1,10
Material Characteristics,compressiveStrength,830.0,MPa,,
Material Characteristics,fractureToughness,20.0,MPa m^{1/2},,
Material Characteristics,electricalResistivity,7.5e-07,Ω·m,,
Material Characteristics,boilingPoint,3134.0,K,,
Material Characteristics,electricalConductivity,2300000.0,S/m,,
Material Characteristics,meltingPoint,1473.0,K,,
Laser-Material Interaction,thermalConductivity,46.0,W/(m·K),7.0,430
Laser-Material Interaction,thermalExpansion,1.15e-05,K^{-1},0.5,33
Laser-Material Interaction,thermalDiffusivity,14.0,mm²/s,0.06,174
Laser-Material Interaction,specificHeat,460.0,J/(kg·K),100,2000
Laser-Material Interaction,thermalShockResistance,250,°C,50,400
Laser-Material Interaction,laserReflectivity,0.35,,5,99.9
Laser-Material Interaction,absorptionCoefficient,5000000.0,m^{-1},100000,50000000
Laser-Material Interaction,ablationThreshold,2.5,J/cm²,2.0,8.0
Laser-Material Interaction,laserDamageThreshold,3.0,J/cm²,0.1,20.0
Laser-Material Interaction,thermalDestruction,1423.0,K,,
Laser-Material Interaction,laserAbsorption,0.42,dimensionless,,
Laser-Material Interaction,absorptivity,0.5,,,
Laser-Material Interaction,reflectivity,0.37,dimensionless,,
Laser-Material Interaction,vaporPressure,0.133,Pa,,
Laser-Material Interaction,thermalDestructionPoint,1473.0,K,,
