Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Pyrex,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: pyrex, laser cleaning, glass, soda-lime, material properties",,,,,
# Last Modified: 2025-12-27,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,25,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,50,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,100,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,20,500
Machine Setting,Scan Speed,500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,1,J/cm²,0.1,20.0
Machine Setting,Spot Size,300,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Electricalresistivity,1000000000000.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,0.75,MPa√m,None,None
Material Characteristics,Youngsmodulus,63.0,GPa,None,None
Material Characteristics,Oxidationresistance,500.0,°C,None,None
Material Characteristics,Density,2.23,g/cm³,None,None
Material Characteristics,Hardness,530.0,HV,None,None
Material Characteristics,Corrosionresistance,0.0008,mg/cm²/day,None,None
Material Characteristics,Compressivestrength,1000.0,MPa,None,None
Material Characteristics,Flexuralstrength,69.0,MPa,None,None
Material Characteristics,Tensilestrength,70.0,MPa,None,None
Material Characteristics,Laserdamagethreshold,14.2,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,Absorptioncoefficient,50,m⁻¹,10,1000
Laser-Material Interaction,Laserdamagethreshold,10,J/cm²,5,20
Laser-Material Interaction,Thermalshockresistance,2,MW/m,1,3
Laser-Material Interaction,Reflectivity,0.08,dimensionless,0.04,0.1
Laser-Material Interaction,Thermaldestructionpoint,1500,K,1400,1600
Laser-Material Interaction,Vaporpressure,0.01,Pa,0.001,0.1
Laser-Material Interaction,Thermaldestruction,821.0,°C,None,None
Laser-Material Interaction,Specificheat,835.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.036,fraction,None,None
Laser-Material Interaction,Thermalconductivity,1.14,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,3.3e-06,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,8.76,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,5.8e-07,m^2/s,None,None
Laser-Material Interaction,Ablationthreshold,5.2,J/cm²,None,None
,Metric,1064,nm,None,None
