Category,Property,Value,Unit,Min,Max
Material Characteristics,density,7.8,g/cm³,,
Material Characteristics,porosity,0,%,,
Material Characteristics,surfaceRoughness,1.2,μm,,
Material Characteristics,tensileStrength,655,MPa,,
Material Characteristics,youngsModulus,120,GPa,,
Material Characteristics,hardness,2.5,GPa,,
Material Characteristics,flexuralStrength,680,MPa,,
Material Characteristics,oxidationResistance,6,μm/year,,
Material Characteristics,corrosionResistance,0.65,mm/year,,
Material Characteristics,compressiveStrength,655,MPa,,
Material Characteristics,fractureToughness,90,MPa m^{1/2},,
Material Characteristics,electricalResistivity,1.2e-07,Ω·m,,
Material Characteristics,electricalConductivity,4060000.0,S/m,,
Material Characteristics,boilingPoint,2673.0,K,,
Material Characteristics,meltingPoint,1045.0,°C,,
Laser-Material Interaction,thermalDestruction,1323,K,,
Laser-Material Interaction,laserAbsorption,0.28,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,2.1,J/cm²,,
Laser-Material Interaction,ablationThreshold,2.1,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,1.78e-05,m^2/s,,
Laser-Material Interaction,thermalExpansion,1.62e-05,10^{-6}/K,,
Laser-Material Interaction,specificHeat,380.0,J/kg·K,,
Laser-Material Interaction,thermalConductivity,59.0,W/m·K,,
Laser-Material Interaction,laserReflectivity,0.88,,,
Laser-Material Interaction,vaporPressure,1.2e-08,Pa,,
Laser-Material Interaction,thermalDestructionPoint,1038.0,°C,,
Laser-Material Interaction,absorptionCoefficient,48000000.0,m^{-1},,
Laser-Material Interaction,thermalShockResistance,210.0,°C,,
Laser-Material Interaction,reflectivity,0.68,,,
Laser-Material Interaction,absorptivity,0.072,dimensionless,,
