Category,Property,Value,Unit,Min,Max
Material Characteristics,density,1.18,g/cm³,,
Material Characteristics,porosity,0,%,,
Material Characteristics,surfaceRoughness,0.5,μm,,
Material Characteristics,tensileStrength,72,MPa,,
Material Characteristics,youngsModulus,3.3,GPa,,
Material Characteristics,hardness,0.095,GPa,,
Material Characteristics,flexuralStrength,90,MPa,,
Material Characteristics,oxidationResistance,2.5,μm/year,,
Material Characteristics,corrosionResistance,0.92,mm/year,,
Material Characteristics,compressiveStrength,72,MPa,,
Material Characteristics,fractureToughness,3.5,MPa m^{1/2},,
Material Characteristics,electricalResistivity,100000000000000.0,Ω·m,,
Laser-Material Interaction,thermalDestruction,433,K,,
Laser-Material Interaction,laserAbsorption,0.15,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,1.8,J/cm²,,
Laser-Material Interaction,ablationThreshold,0.7,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,1.1e-07,m²/s,,
Laser-Material Interaction,thermalExpansion,8e-05,1/K,,
Laser-Material Interaction,specificHeat,1460.0,J/(kg·K),,
Laser-Material Interaction,thermalConductivity,0.19,W/m·K,,
Laser-Material Interaction,laserReflectivity,0.038,,,
