Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,2.4,MPa m^{0.5},,
Material Characteristics,density,2900.0,kg/m³,,
Material Characteristics,oxidationResistance,0.96,dimensionless,,
Material Characteristics,youngsModulus,89.0,GPa,,
Material Characteristics,hardness,6.0,Mohs,,
Material Characteristics,compressiveStrength,200.0,MPa,,
Material Characteristics,tensileStrength,14.0,MPa,,
Material Characteristics,flexuralStrength,20.0,MPa,,
Material Characteristics,corrosionResistance,0.96,dimensionless,,
Material Characteristics,porosity,3.4,%,,
Material Characteristics,laserDamageThreshold,1.45,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,3,MW/m,2,4
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,1573,K,1400,1700
Laser-Material Interaction,vaporPressure,1,Pa,0.1,10
Laser-Material Interaction,thermalDestruction,1673.0,K,,
Laser-Material Interaction,laserReflectivity,0.1,dimensionless,,
Laser-Material Interaction,thermalExpansion,6.5e-06,K^{-1},,
Laser-Material Interaction,thermalConductivity,1.74,W/m·K,,
Laser-Material Interaction,specificHeat,840.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,7500.0,cm^{-1},,
Laser-Material Interaction,thermalDiffusivity,8.5e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,2.8,J/cm²,,
