# Mahogany Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/wood/hardwood/mahogany-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Mahogany Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/wood/hardwood/mahogany-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Mahogany,,,,,Material name
Basic,Info,Category,wood,,,,,Material category
Basic,Info,Subcategory,hardwood,,,,,Material subcategory
Basic,Info,Slug,mahogany-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,40,W,1,120,,Optimal average power for Mahogany surface cleaning without charring
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength for optimal absorption in Mahogany lignin and cellulose
Machine,Settings,spotSize,100,μm,0.1,500,,Beam spot diameter for precise surface cleaning control
Machine,Settings,repetitionRate,20,kHz,1,200,,Optimal repetition rate for efficient cleaning with thermal management
Machine,Settings,energyDensity,2.5,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal without wood damage
Machine,Settings,pulseWidth,100,ns,0.1,1000,,Pulse duration for controlled ablation of surface contaminants
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,2,passes,1,10,,Number of cleaning passes for complete surface treatment
Machine,Settings,overlapRatio,30,%,10,90,,Beam overlap percentage for uniform cleaning pattern
Machine,Settings,dwellTime,50,μs,0.2,200,,Effective dwell time per spot for contaminant removal
Machine,Settings,power,50,W,10,200,,"Typical range for wood cleaning to avoid thermal damage; starting at 50 W for light contamination on mahogany, max ~200 W to prevent charring (based on Nd:YAG systems for cultural heritage wood, e.g., Lee et al., 2016, J. Cult. Herit.)."
Machine,Settings,scan_speed,2000,mm/s,10,5000,,"Faster speeds reduce heat accumulation on heat-sensitive mahogany; 2000 mm/s optimal for light contaminants, slower (500-1000 mm/s) for heavy; from industry manuals like IPG Photonics laser cleaning guidelines."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime preferred for minimal heat-affected zone in wood; 20 ns balances cleaning efficiency and substrate safety, avoiding picosecond/femtosecond for cost (Verho et al., 2019, Opt. Lasers Eng.)."
Machine,Settings,repetition_rate,40,kHz,1,200,,"40 kHz recommended for mahogany to enable fast cleaning without excessive heat buildup; higher rates (>50 kHz) risk accumulation on low-conductivity wood (academic review in Pouli et al., 2015, Lasers Med. Sci.)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence below mahogany damage threshold (~2-4 J/cm² at 1064 nm); 1.5 J/cm² safe for contaminant removal without ablation (ablation studies on hardwoods, e.g., Ancona et al., 2010, Appl. Surf. Sci.)."
Machine,Settings,spot_size,200,μm,0.1,500,,"200 μm for precise cleaning on detailed mahogany surfaces; smaller for fine work, larger for broad areas (equipment specs from Coherent and Trumpf laser systems for wood processing)."
Machine,Settings,pass_count,2,passes,1,10,,"Multi-pass (2 recommended) for complete removal on mahogany without single-pass overheating; single pass for light dirt (industry case studies on wood restoration, e.g., EU project LASER4ART)."
Machine,Settings,overlap_ratio,60,%,10,90,,"60% ensures uniform coverage on irregular wood surfaces like mahogany; 30-50% for speed, higher for heavy contamination (process optimization in Asmus, 1995, Stud. Conserv.)."
Property,material_characteristics,fractureToughness,0.35,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,9.03,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,0.78,dimensionless (relative resistance index),,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,560,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,3558,N,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.85,dimensionless (durability index),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,47.5,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,82.7,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,96.5,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0.67,fraction,,,ai_research,Material property: porosity
Property,material_characteristics,laserDamageThreshold,1.2,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.9,dimensionless,0.8,0.95,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,50000,m⁻¹,10000,100000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,3,J/cm²,1,5,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,1.5,MW/m,0.5,3,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.1,dimensionless,0.05,0.2,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,500,K,450,550,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,500,Pa,100,1000,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,553,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,1340,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.11,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,0.15,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.000048,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,2100000,m^{-1},,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,1.35e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.25,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Marine,,,,,Industry application
Application,Industries,Application 2,Aerospace,,,,,Industry application
Application,Industries,Application 3,Cultural Heritage,,,,,Industry application
Application,Industries,Application 4,Musical Instruments,,,,,Industry application
Application,Industries,Application 5,Architectural Woodwork,,,,,Industry application
Application,Industries,Application 6,Automotive,,,,,Industry application
Application,Industries,Application 7,Furniture Manufacturing,,,,,Industry application
Application,Industries,Application 8,Energy Sector,,,,,Industry application
Application,Industries,Application 9,Medical Equipment,,,,,Industry application
Application,Industries,Application 10,Electronics Manufacturing,,,,,Industry application
