# Mortar Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/masonry/general/mortar-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Mortar Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/masonry/general/mortar-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Mortar,,,,,Material name
Basic,Info,Category,masonry,,,,,Material category
Basic,Info,Subcategory,general,,,,,Material subcategory
Basic,Info,Slug,mortar-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for mortar cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength optimized for mortar absorption and minimal substrate damage
Machine,Settings,spotSize,0.1,mm,0.1,500,,Beam spot diameter for precise mortar cleaning with adequate energy density
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient mortar removal with good surface quality
Machine,Settings,energyDensity,12.7,J/cm²,0.1,20,,Fluence threshold for effective mortar ablation without damaging underlying substrate
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective mortar ablation with controlled thermal effects
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform mortar removal and processing efficiency
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete mortar removal with quality control
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform mortar removal and surface consistency
Machine,Settings,power,500,W,200,2000,,"Typical range for industrial 1064 nm laser cleaning of mortar-like cementitious materials to remove contaminants without excessive heat buildup; starting at 500 W for controlled ablation. Max avoids substrate cracking (thermal conductivity ~1 W/mK). Source: IPG Photonics YLR series specs and studies on stone cleaning (e.g., J. Laser Appl. 2018)."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds balance removal efficiency and heat input; slower for heavy contamination (e.g., paint), faster for light dirt. Recommended 1500 mm/s for uniform mortar surface prep. Source: Industry standards from Laser Cleaning Europe guidelines and equipment manuals (e.g., Adapt Laser Systems)."
Machine,Settings,pulse_width,30,ns,0.1,1000,,Nanosecond regime preferred for cost-effective cleaning of mortar; 30 ns minimizes heat-affected zone (HAZ) due to mortar's low thermal diffusivity (~0.5 mm²/s). Picosecond (ps) or femtosecond optional for precision but less common industrially. Source: Laser physics research in Opt. Lasers Eng. (2015) on ablation of cementitious substrates.
Machine,Settings,repetition_rate,50,kHz,1,200,,"Typical for pulsed 1064 nm systems on mortar to achieve pulse overlap without excessive heat accumulation; higher rates speed up cleaning but risk thermal damage on porous mortar. 50 kHz balances speed and safety. Source: Academic literature, e.g., Appl. Surf. Sci. (2019) on stone heritage cleaning trade-offs."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence range for contaminant ablation on mortar; below damage threshold (~3-5 J/cm² for cement, avoiding melting point ~1200°C). Recommended 1.5 J/cm² for safe removal of oxides/paint with minimal porosity alteration. Source: Ablation threshold studies in J. Cult. Herit. (2017) on laser cleaning of masonry."
Machine,Settings,spot_size,500,μm,0.1,500,,"Beam diameter range for industrial cleaning; smaller for fine details, larger for broad mortar surfaces. 500 μm recommended for efficient coverage on rough mortar textures. Source: Equipment specifications from Coherent and Trumpf laser cleaning heads."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass for heavy layers on mortar to prevent over-ablation. Recommended 2 passes for complete removal while preserving substrate integrity. Source: Industry case studies, e.g., restoration projects in Constr. Build. Mater. (2020)."
Machine,Settings,overlap_ratio,50,%,10,90,,Ensures uniform coverage on irregular mortar surfaces; 50% optimal for even energy distribution without gaps or hotspots. Higher for heavy contamination. Source: Process optimization in Laser Technol. (2016) for surface preparation applications.
Property,material_characteristics,fractureToughness,0.45,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,22,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,0.95,"dimensionless (scale 0-1, where 1 indicates perfect resistance)",,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,2160,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,28,HV,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.92,dimensionless (normalized resistance index),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,5.2,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,2.8,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,2.1,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,laserDamageThreshold,1.25,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.7,dimensionless,0.5,0.9,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,1000000,m⁻¹,500000,2000000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,3,J/cm²,1,10,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,1.2,MW/m,0.5,2.5,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.3,dimensionless,0.1,0.5,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,800,K,600,1000,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,1,Pa,0.01,10,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,550,°C,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,880,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.28,dimensionless (fraction),,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,0.72,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,11,×10^{-6} K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,42000,m^{-1},,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,5.2e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.05,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Cultural Heritage,,,,,Industry application
Application,Industries,Application 2,Construction Restoration,,,,,Industry application
Application,Industries,Application 3,Marine Infrastructure,,,,,Industry application
Application,Industries,Application 4,Industrial Maintenance,,,,,Industry application
Application,Industries,Application 5,Nuclear Decommissioning,,,,,Industry application
Application,Industries,Application 6,Museum Conservation,,,,,Industry application
Application,Industries,Application 7,Bridge Maintenance,,,,,Industry application
Application,Industries,Application 8,Archaeological Research,,,,,Industry application
Application,Industries,Application 9,Water Treatment Facilities,,,,,Industry application
Application,Industries,Application 10,Historical Masonry,,,,,Industry application
