# Alumina Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/ceramic/oxide/alumina-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Alumina Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/ceramic/oxide/alumina-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Alumina,,,,,Material name
Basic,Info,Category,ceramic,,,,,Material category
Basic,Info,Subcategory,oxide,,,,,Material subcategory
Basic,Info,Slug,alumina-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Alumina surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength providing good absorption in Alumina with minimal reflection
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for effective cleaning resolution and energy density
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate balancing cleaning efficiency and thermal management
Machine,Settings,fluenceThreshold,2.5,J/cm²,0.3,4.5,,Minimum fluence required for effective Alumina surface cleaning
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for efficient material removal with controlled thermal effects
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive thermal buildup
Machine,Settings,power,100,W,50,500,,Typical range for ns-pulsed fiber lasers in ceramic cleaning to avoid thermal damage; recommended starting at 100W for light contamination on alumina (high melting point ~2072°C but low thermal conductivity). Source: Manufacturer specs from IPG Photonics and Coherent for 1064 nm systems; academic paper by Anisimov et al. (2015) in J. Appl. Phys.
Machine,Settings,scan_speed,2000,mm/s,10,5000,,"Effective range for contaminant removal without excessive heat buildup; slower for heavy contamination (500-1000 mm/s), faster for light (3000-5000 mm/s). Recommended 2000 mm/s for optimal balance on alumina. Source: Industry standards from Laser Cleaning Association guidelines and equipment manuals (e.g., Adapt Laser Systems)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime (5-100 ns) preferred for cost-effective cleaning; picosecond (ps) or femtosecond (fs) for ultra-minimal HAZ but less common industrially. 20 ns recommended to limit thermal diffusion in low-conductivity alumina. Source: Laser physics research in Opt. Express by Colombier et al. (2012) on ceramic ablation thresholds.
Machine,Settings,repetition_rate,30,kHz,1,200,,Typical 10-100 kHz for pulsed cleaning; higher rates increase speed but risk heat accumulation on alumina (trade-off: >50 kHz may cause microcracks). 30 kHz recommended for safe operation. Source: Academic literature in Appl. Surf. Sci. by Lorenz et al. (2009) on repetition rate effects in oxide cleaning.
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,Fluence range for contaminant ablation without substrate damage; alumina damage threshold at 1064 nm ~2-4 J/cm². 1.5 J/cm² recommended for safe cleaning of light contaminants. Source: Ablation threshold studies in J. Phys. D: Appl. Phys. by Autrique et al. (2013) for ceramics at IR wavelengths.
Machine,Settings,spot_size,200,μm,0.1,500,,Beam diameter range for precision (50-200 μm for fine details) vs. area coverage (200-500 μm); 200 μm recommended for uniform cleaning on alumina surfaces. Source: Equipment specifications from Trumpf and SPI Lasers for scanning heads in industrial cleaning.
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy layers; 2 passes recommended for complete removal on alumina without risking brittleness-induced damage. Source: Industry practice in case studies from Laser Institute of America reports on ceramic surface preparation."
Machine,Settings,overlap_ratio,60,%,10,90,,30-80% ensures uniform coverage; 60% recommended to avoid gaps or overexposure on reflective alumina (reflectivity ~20-40% at 1064 nm). Source: Process optimization studies in Surf. Coat. Technol. by Kumar et al. (2018) on scan overlap for laser cleaning.
Property,material_characteristics,electricalResistivity,100000000000000,ohm-m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,4,MPa m^{1/2},,,ai_research,Material property: fractureToughness
Property,material_characteristics,density,3.95,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,oxidationResistance,1923,K,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,youngsModulus,393,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,hardness,19.6,GPa,,,ai_research,Material property: hardness
Property,material_characteristics,compressiveStrength,2500,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,tensileStrength,275,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,flexuralStrength,310,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,corrosionResistance,0.96,dimensionless (normalized resistance index 0-1),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,porosity,0.5,%,,,ai_research,Material property: porosity
