# Plywood Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/wood/hardwood/plywood-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Plywood Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/wood/hardwood/plywood-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Plywood,,,,,Material name
Basic,Info,Category,wood,,,,,Material category
Basic,Info,Subcategory,hardwood,,,,,Material subcategory
Basic,Info,Slug,plywood-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Plywood surface cleaning without charring
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength for optimal Plywood absorption and minimal penetration
Machine,Settings,spotSize,80,μm,0.1,500,,Beam spot diameter for precise Plywood surface treatment
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient Plywood cleaning coverage
Machine,Settings,energyDensity,2,J/cm²,0.1,20,,Fluence threshold for effective Plywood contaminant removal
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for controlled Plywood surface ablation
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform Plywood cleaning
Machine,Settings,passCount,2,passes,1,10,,Recommended number of passes for complete Plywood cleaning
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform Plywood surface treatment
Machine,Settings,dwellTime,100,μs,0.2,200,,Optimal dwell time per spot for Plywood processing
Machine,Settings,power,50,W,20,200,,"Low to moderate power prevents charring of plywood's organic layers; starting at 50W for light contamination, max avoids substrate damage (source: studies on 1064 nm cleaning of wood composites, e.g., J. Laser Appl. 2018)."
Machine,Settings,scan_speed,500,mm/s,10,5000,,"Slower speeds ensure effective removal without overheating; 500 mm/s optimal for uniform cleaning on plywood, adjustable for light (faster) vs heavy (slower) contamination (source: industry manuals from Laserax and IPG Photonics)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond pulses preferred over ps/fs for cost-effective ablation with minimal HAZ on low-conductivity plywood; 20 ns balances efficiency and heat control (source: laser physics reviews in Opt. Lasers Eng. 2020).
Machine,Settings,repetition_rate,20,kHz,1,200,,"Moderate rates for controlled energy delivery; 20 kHz recommended to avoid heat accumulation in plywood while enabling faster cleaning than low rates (source: academic literature on pulsed laser cleaning of organics, Appl. Surf. Sci. 2019)."
Machine,Settings,energy_density,0.5,J/cm²,0.1,20,,"Fluence below plywood's ~1.2 J/cm² damage threshold for safe contaminant ablation; 0.5 J/cm² typical for surface preparation (source: ablation threshold studies for wood, e.g., Wood Sci. Technol. 2017)."
Machine,Settings,spot_size,200,μm,0.1,500,,Smaller spots for precision on plywood's textured surface; 200 μm recommended for large-area cleaning without excessive overlap issues (source: equipment specs from Coherent and Adapt Laser Systems).
Machine,Settings,pass_count,2,passes,1,10,,"Multi-pass for thorough removal of contaminants without single-pass overheating; 2 passes standard for plywood to minimize damage (source: industry case studies on wood surface preparation, Laser Cleaning Handbook 2021)."
Machine,Settings,overlap_ratio,70,%,10,90,,Ensures uniform coverage on irregular plywood surfaces; 70% balances efficiency and even cleaning (source: process optimization in J. Clean. Prod. 2022).
Property,material_characteristics,fractureToughness,0.32,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,youngsModulus,10.3,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,19,%,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,600,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,hardness,2937,N,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.2,dimensionless (durability index 0-1),,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,38,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,38,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,48,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0.65,fraction,,,ai_research,Material property: porosity
Property,material_characteristics,laserDamageThreshold,12.5,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.85,dimensionless,0.7,0.95,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,4500000,m⁻¹,1000000,10000000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,3.5,J/cm²,1,10,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,1.2,MW/m,0.5,2,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.12,dimensionless,0.05,0.25,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,550,K,450,650,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,150,Pa,10,1000,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,250,°C,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,1700,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.035,dimensionless (fraction),,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,0.13,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.000007,1/K,,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.92,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,1.2e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,2.3,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Marine,,,,,Industry application
Application,Industries,Application 3,Cultural Heritage,,,,,Industry application
Application,Industries,Application 4,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 5,Automotive,,,,,Industry application
Application,Industries,Application 6,Construction,,,,,Industry application
Application,Industries,Application 7,Furniture Manufacturing,,,,,Industry application
Application,Industries,Application 8,Energy Sector,,,,,Industry application
Application,Industries,Application 9,Medical Equipment,,,,,Industry application
Application,Industries,Application 10,Transportation,,,,,Industry application
