Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Iron,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: iron, laser cleaning, metal, ferrous, material properties",,,,,
# Last Modified: 2026-01-14,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,30,ns,0.1,1000
Machine Setting,Scanspeed,2000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,70,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,1000
Machine Setting,Frequency,30,kHz,1,200
,Crystallinestructure,BCC,crystal system,None,None
Material Characteristics,Electricalconductivity,10300000.0,S/m,None,None
Material Characteristics,Electricalresistivity,9.71e-08,Ω·m,None,None
Material Characteristics,Fracturetoughness,65.0,MPa√m,None,None
Material Characteristics,Surfaceroughness,1.2,μm,None,None
Material Characteristics,Youngsmodulus,211.0,GPa,None,None
Material Characteristics,Oxidationresistance,1.2e-11,g²/cm⁴/s,None,None
Material Characteristics,Density,7874.0,kg/m³,None,None
Material Characteristics,Hardness,80.0,HV,None,None
Material Characteristics,Corrosionresistance,-0.44,V,None,None
Material Characteristics,Compressivestrength,350.0,MPa,None,None
Material Characteristics,Flexuralstrength,275.0,MPa,None,None
Material Characteristics,Tensilestrength,350.0,MPa,None,None
Material Characteristics,Porosity,0.0,fraction,None,None
Material Characteristics,Absorptivity,0.37,,None,None
Material Characteristics,Boilingpoint,3135.0,K,None,None
Material Characteristics,Absorptioncoefficient,47500000.0,m^{-1},None,None
Material Characteristics,Meltingpoint,1811.0,K,None,None
Material Characteristics,Vaporpressure,101325.0,Pa,None,None
Material Characteristics,Thermaldestructionpoint,1811.0,K,None,None
Material Characteristics,Reflectivity,0.56,dimensionless,None,None
Material Characteristics,Thermalshockresistance,80.0,K,None,None
Material Characteristics,Laserdamagethreshold,0.75,J/cm²,None,None
Laser-Material Interaction,Absorptioncoefficient,630000.0,m⁻¹,None,None
Laser-Material Interaction,Absorptivity,0.35,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,None,None
Laser-Material Interaction,Reflectivity,0.65,dimensionless,None,None
Laser-Material Interaction,Thermaldestructionpoint,1811.0,K,None,None
Laser-Material Interaction,Thermalshockresistance,1.2,MPa√m,None,None
Laser-Material Interaction,Vaporpressure,0.000142,Pa,None,None
Laser-Material Interaction,Thermaldestruction,1811.0,K,None,None
Laser-Material Interaction,Specificheat,449.0,J/kg·K,None,None
Laser-Material Interaction,Laserreflectivity,0.62,dimensionless,None,None
Laser-Material Interaction,Thermalconductivity,80.2,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,1.18e-05,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,0.35,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,2.31e-05,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.5,J/cm²,None,None
,Metric,1064,nm,None,None
