# Neodymium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/rare-earth/lanthanide/neodymium-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Neodymium Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/rare-earth/lanthanide/neodymium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Neodymium,,,,,Material name
Basic,Info,Category,rare-earth,,,,,Material category
Basic,Info,Subcategory,lanthanide,,,,,Material subcategory
Basic,Info,Slug,neodymium-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Neodymium oxide removal without substrate damage
Machine,Settings,wavelength,1064,nm,355,10640,,Fundamental Nd:YAG wavelength with good Neodymium absorption
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for precise cleaning control
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning with thermal management
Machine,Settings,energyDensity,5.1,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for controlled ablation of surface contaminants
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete surface cleaning
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive heat accumulation
Machine,Settings,power,100,W,50,500,,Typical range for Nd:YAG laser cleaning of soft metals like Neodymium to avoid thermal damage due to its low melting point (1021°C) and moderate thermal conductivity (16.5 W/m·K); starting at 100W balances efficiency and safety. Source: IPG Photonics YLR series specs for industrial cleaning; academic review in Optics and Lasers in Engineering (2018) on metal surface preparation.
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds for contaminant removal on reflective metals; slower for heavy contamination (e.g., oxides), faster for light rust/oils. Recommended 1500 mm/s optimizes cleaning without excessive heat buildup on Neodymium. Source: Industry standards from Laserax equipment manuals; case studies in Journal of Cleaner Production (2020) for rare earth metals."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime preferred for cost-effective cleaning with minimal heat-affected zone (HAZ) on heat-sensitive Neodymium; picosecond (ps) or femtosecond (fs) reduce HAZ further but increase cost. 20 ns recommended for balancing ablation and substrate integrity. Source: Laser physics research in Applied Surface Science (2019) on pulse duration effects for metal cleaning; avoids fs due to overkill for industrial apps.
Machine,Settings,repetition_rate,30,kHz,1,200,,"Typical for pulsed Nd:YAG cleaning; higher rates speed up process but risk heat accumulation on low-conductivity Neodymium, potentially causing melting. 30 kHz recommended for efficient, controlled energy delivery. Source: Academic literature in Optics Express (2021) on repetition rate trade-offs for metallic substrates; manufacturer data from Coherent Inc."
