# Palladium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/non-ferrous/palladium-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Palladium Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/non-ferrous/palladium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Palladium,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,non-ferrous,,,,,Material subcategory
Basic,Info,Slug,palladium-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,90,W,1,120,,Optimal average power for Palladium oxide removal without substrate damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength for efficient absorption by Palladium oxides and contaminants
Machine,Settings,spotSize,80,μm,0.1,500,,Beam spot diameter for precise cleaning control on Palladium surfaces
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning with thermal management
Machine,Settings,fluenceThreshold,2.5,J/cm²,0.3,4.5,,Threshold fluence for effective contaminant removal from Palladium
Machine,Settings,pulseWidth,12,ns,0.1,1000,,Nanosecond pulse duration for controlled ablation of surface contaminants
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive heat accumulation
Machine,Settings,dwellTime,100,μs,0.2,200,,Effective dwell time per cleaning spot for optimal results
Machine,Settings,power,200,W,50,500,,Typical range for Nd:YAG laser cleaning of reflective metals like Pd to avoid thermal damage; starting at 200W balances efficiency and safety. Max limited by Pd's high reflectivity (~60% at 1064nm) to prevent melting (mp 1555°C). Source: IPG Photonics specs for YLR series; studies in Optics and Lasers in Engineering (2018) on precious metal cleaning.
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds for contamination removal on Pd; slower for heavy oxides (500-1000 mm/s), faster for light contaminants (2000-3000 mm/s). Recommended 1500 mm/s for optimal balance without excessive heat. Source: Industry standards from Laserax manuals; J. Cleaner Prod. (2020) case studies on metal surface prep."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Ns regime preferred for cost-effective cleaning of Pd; ps (5-50 ps) minimizes HAZ due to Pd's thermal conductivity (71 W/mK), but ns sufficient. Avoid fs for industrial scale. Recommended 20 ns for low thermal impact. Source: Laser physics in Appl. Phys. A (2015) on metal ablation thresholds."
Machine,Settings,repetition_rate,50,kHz,1,200,,Typical for pulsed cleaning to control heat accumulation on reflective Pd; higher rates speed up process but risk buildup. 50 kHz recommended for uniform cleaning without overheating. Trade-off: >80 kHz increases efficiency but requires cooling. Source: Academic lit. in J. Appl. Phys. (2017); Coherent Inc. equipment guidelines.
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence range for contaminant ablation on Pd without substrate damage; threshold ~2-3 J/cm² for ns pulses at 1064nm due to reflectivity. Recommended 1.5 J/cm² for safe removal of oxides/contaminants. Conservative to account for Pd's properties. Source: Ablation studies in Surf. Coat. Technol. (2019); uncertainty noted for exact Pd data, extrapolated from Ni/Pt analogs."
Machine,Settings,spot_size,200,μm,0.1,500,,"Beam diameter for precise cleaning on Pd; smaller for fine details (100-200 μm), larger for areas (300-500 μm). 200 μm recommended for uniform coverage in industrial prep. Source: Equipment specs from Trumpf and Adapt Laser Systems; process optimization in Lasers Manuf. Mater. Process. (2021)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass for heavy; 2 passes typical for complete Pd surface cleaning without damage. Recommended for layered contaminants in catalysis/electronics apps. Source: Industry practice in case studies from SPIE Proc. (2016); conservative for Pd's sensitivity."
Machine,Settings,overlap_ratio,60,%,10,90,,"Ensures uniform coverage on Pd; 30-50% for large areas, 60-80% for precision. 60% recommended to avoid gaps while minimizing overexposure/heat. Source: Process studies in Opt. Lasers Eng. (2022); typical range from manufacturer guidelines like CleanLASER."
Property,material_characteristics,electricalConductivity,9490000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,electricalResistivity,1.08e-7,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,28,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,surfaceRoughness,0.025,μm,,,ai_research,Material property: surfaceRoughness
Property,material_characteristics,youngsModulus,121,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,oxidationResistance,623,K,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,density,12.023,g/cm³,,,ai_research,Material property: density
Property,material_characteristics,hardness,40,HV,,,ai_research,Material property: hardness
Property,material_characteristics,corrosionResistance,0.987,V,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,340,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,flexuralStrength,250,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,tensileStrength,124,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,porosity,0,%,,,ai_research,Material property: porosity
Property,material_characteristics,absorptivity,0.042,dimensionless,,,ai_research,Material property: absorptivity
Property,material_characteristics,boilingPoint,3236,K,,,ai_research,Material property: boilingPoint
Property,material_characteristics,absorptionCoefficient,84200000,m^{-1},,,ai_research,Material property: absorptionCoefficient
Property,material_characteristics,meltingPoint,1828,K,,,ai_research,Material property: meltingPoint
Property,material_characteristics,vaporPressure,3.02,Pa,,,ai_research,Material property: vaporPressure
Property,material_characteristics,thermalDestructionPoint,1828,K,,,ai_research,Material property: thermalDestructionPoint
Property,material_characteristics,reflectivity,0.68,fraction,,,ai_research,Material property: reflectivity
Property,material_characteristics,thermalShockResistance,105,K,,,ai_research,Material property: thermalShockResistance
Property,material_characteristics,laserDamageThreshold,1.05,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptionCoefficient,52000000,m^-1,,,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,absorptivity,0.35,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,laserDamageThreshold,0.45,J/cm²,,,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,reflectivity,0.71,dimensionless,,,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1828.05,K,,,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,thermalShockResistance,1.8,MPa·m^0.5,,,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,vaporPressure,1.33,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,1828,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,specificHeat,244.1,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserReflectivity,0.7,dimensionless (fraction),,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalConductivity,71.8,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalExpansion,0.0000118,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,laserAbsorption,0.38,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,0.00002446,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.1,J/cm²,,,ai_research,Material property: ablationThreshold
Application,Industries,Application 1,Aerospace,,,,,Industry application
Application,Industries,Application 2,Electronics,,,,,Industry application
Application,Industries,Application 3,Medical Devices,,,,,Industry application
Application,Industries,Application 4,Automotive,,,,,Industry application
Application,Industries,Application 5,Jewelry Manufacturing,,,,,Industry application
Application,Industries,Application 6,Chemical Processing,,,,,Industry application
Application,Industries,Application 7,Marine Engineering,,,,,Industry application
Application,Industries,Application 8,Energy Sector,,,,,Industry application
Application,Industries,Application 9,Cultural Heritage,,,,,Industry application
Application,Industries,Application 10,Research Laboratories,,,,,Industry application
