Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Ebony,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: ebony, laser cleaning, wood, hardwood, material properties",,,,,
# Last Modified: 2026-01-05,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,50,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Repetitionrate,20,kHz,1,200
Machine Setting,Energydensity,1.0,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,700,mm/s,10,5000
Machine Setting,Passcount,1,passes,1,10
Machine Setting,Overlapratio,30,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
Material Characteristics,Density,1.2,g/cm³,None,None
Material Characteristics,Porosity,8,%,None,None
Material Characteristics,Surfaceroughness,2,μm,None,None
Material Characteristics,Tensilestrength,120,MPa,None,None
Material Characteristics,Youngsmodulus,15,GPa,None,None
Material Characteristics,Hardness,0.8,GPa,None,None
Material Characteristics,Flexuralstrength,180,MPa,None,None
Material Characteristics,Oxidationresistance,4,μm/year,None,None
Material Characteristics,Corrosionresistance,0.93,mm/year,None,None
Material Characteristics,Compressivestrength,120,MPa,None,None
Material Characteristics,Fracturetoughness,3,MPa m^{1/2},None,None
Material Characteristics,Electricalresistivity,10000000000.0,Ω·m,None,None
Laser-Material Interaction,Thermaldestruction,573,K,None,None
Laser-Material Interaction,Laserabsorption,0.15,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,3.2,J/cm²,None,None
Laser-Material Interaction,Ablationthreshold,1.42,J/cm²,None,None
Laser-Material Interaction,Thermaldiffusivity,1.17e-07,m²/s,None,None
Laser-Material Interaction,Thermalexpansion,4.2e-06,K^{-1},None,None
Laser-Material Interaction,Specificheat,1420.0,J/kg·K,None,None
Laser-Material Interaction,Thermalconductivity,0.162,W/(m·K),None,None
Laser-Material Interaction,Laserreflectivity,0.035,%,None,None
,Metric,1064,nm,None,None
