Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,1.16,MPa√m,,
Material Characteristics,youngsModulus,55.0,GPa,,
Material Characteristics,oxidationResistance,0.98,,,
Material Characteristics,density,2710.0,kg/m³,,
Material Characteristics,hardness,3.0,Mohs,,
Material Characteristics,corrosionResistance,0.65,"dimensionless (resistance index, 0-1 scale)",,
Material Characteristics,compressiveStrength,100.0,MPa,,
Material Characteristics,flexuralStrength,11.0,MPa,,
Material Characteristics,tensileStrength,10.0,MPa,,
Material Characteristics,porosity,0.6,%,,
Material Characteristics,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,absorptivity,0.1,dimensionless,0.05,0.15
Laser-Material Interaction,absorptionCoefficient,5000,m⁻¹,1000,10000
Laser-Material Interaction,laserDamageThreshold,2.5,J/cm²,1,5
Laser-Material Interaction,thermalShockResistance,1.2,MW/m,0.8,1.8
Laser-Material Interaction,reflectivity,0.9,dimensionless,0.85,0.95
Laser-Material Interaction,thermalDestructionPoint,1100,K,1050,1150
Laser-Material Interaction,vaporPressure,0.1,Pa,0.01,1
Laser-Material Interaction,thermalDestruction,825.0,°C,,
Laser-Material Interaction,specificHeat,880.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.38,dimensionless,,
Laser-Material Interaction,thermalConductivity,2.8,W/m·K,,
Laser-Material Interaction,thermalExpansion,6.5e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,5000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.24e-06,m²/s,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
