Category,Property,Value,Unit,Min,Max
Material Characteristics,density,450.0,kg/m³,,
Material Characteristics,oxidationResistance,20.7,%,,
Material Characteristics,youngsModulus,13.4,GPa,,
Material Characteristics,hardness,660.0,lbf,,
Material Characteristics,compressiveStrength,44.8,MPa,,
Material Characteristics,tensileStrength,85.5,MPa,,
Material Characteristics,flexuralStrength,85.5,MPa,,
Material Characteristics,corrosionResistance,0.65,,,
Material Characteristics,porosity,0.7,fraction,,
Material Characteristics,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,10000,1000000
Laser-Material Interaction,laserDamageThreshold,5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,0.5,3
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,500,K,450,600
Laser-Material Interaction,vaporPressure,100,Pa,10,1000
Laser-Material Interaction,thermalDestruction,573.0,K,,
Laser-Material Interaction,laserReflectivity,0.065,dimensionless (fraction),,
Laser-Material Interaction,thermalExpansion,5.1e-05,K^{-1},,
Laser-Material Interaction,thermalConductivity,0.112,W/(m·K),,
Laser-Material Interaction,specificHeat,1380.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,0.88,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1.3e-07,m^2/s,,
Laser-Material Interaction,ablationThreshold,1.25,J/cm²,,
