Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Cement,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: cement, laser cleaning, masonry, general, material properties",,,,,
# Last Modified: 2025-12-27,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,0.2,mm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Energydensity,3.2,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,12,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,100,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,20,ns,0.1,1000
Machine Setting,Repetition Rate,30,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,50,%,10,90
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Fracturetoughness,0.55,MPa m^{1/2},None,None
Material Characteristics,Density,3150.0,kg/m³,None,None
Material Characteristics,Oxidationresistance,1.0,dimensionless,None,None
Material Characteristics,Youngsmodulus,21.0,GPa,None,None
Material Characteristics,Hardness,0.3,GPa,None,None
Material Characteristics,Compressivestrength,42.5,MPa,None,None
Material Characteristics,Tensilestrength,3.2,MPa,None,None
Material Characteristics,Flexuralstrength,7.5,MPa,None,None
Material Characteristics,Corrosionresistance,0.92,dimensionless (normalized resistance index 0-1),None,None
Material Characteristics,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,Absorptioncoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,Laserdamagethreshold,8,J/cm²,1,20
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,3
Laser-Material Interaction,Reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,Thermaldestructionpoint,1000,K,800,1500
Laser-Material Interaction,Vaporpressure,10,Pa,0.1,100
Laser-Material Interaction,Thermaldestruction,773.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.35,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,1.1e-05,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,0.72,W/m·K,None,None
Laser-Material Interaction,Specificheat,880.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.42,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,5.26e-07,m^2/s,None,None
Laser-Material Interaction,Ablationthreshold,2.1,J/cm²,None,None
,Metric,1064,nm,None,None
