Category,Property,Value,Unit,Min,Max
Material Characteristics,density,2.53,g/cm³,,
Material Characteristics,porosity,0,%,,
Material Characteristics,surfaceRoughness,0.1,μm,,
Material Characteristics,tensileStrength,750,MPa,,
Material Characteristics,youngsModulus,85,GPa,,
Material Characteristics,hardness,0.85,GPa,,
Material Characteristics,flexuralStrength,900,MPa,,
Material Characteristics,oxidationResistance,12,μm/year,,
Material Characteristics,corrosionResistance,0.92,mm/year,,
Material Characteristics,compressiveStrength,750,MPa,,
Material Characteristics,fractureToughness,4.5,MPa m^{1/2},,
Material Characteristics,electricalResistivity,100000000000000.0,Ω·m,,
Laser-Material Interaction,thermalDestruction,1473,K,,
Laser-Material Interaction,laserAbsorption,0.05,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,8.5,J/cm²,,
Laser-Material Interaction,ablationThreshold,2.8,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,5.34e-07,m²/s,,
Laser-Material Interaction,thermalExpansion,3.8e-06,1/K,,
Laser-Material Interaction,specificHeat,740.0,J/(kg·K),,
Laser-Material Interaction,thermalConductivity,1.05,W/(m·K),,
Laser-Material Interaction,laserReflectivity,0.042,,,
