Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,61.3,GPa,,
Material Characteristics,oxidationResistance,1.11,,,
Material Characteristics,density,6.162,g/cm³,,
Material Characteristics,hardness,0.35,GPa,,
Material Characteristics,absorptivity,0.12,dimensionless,,
Material Characteristics,boilingPoint,3737.0,K,,
Laser-Material Interaction,absorptivity,0.42,dimensionless,,
Laser-Material Interaction,thermalDestruction,1194.0,K,,
Laser-Material Interaction,specificHeat,195.0,J/kg·K,,
Laser-Material Interaction,laserReflectivity,0.42,dimensionless,,
Laser-Material Interaction,thermalConductivity,13.4,W/m·K,,
Laser-Material Interaction,thermalExpansion,1.21e-05,K^{-1},,
Laser-Material Interaction,ablationThreshold,1.25,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,28000000.0,m^{-1},,
Laser-Material Interaction,laserDamageThreshold,2.3,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,1.115e-05,m²/s,,
