# Magnesium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/specialty/magnesium-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Magnesium Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/specialty/magnesium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Magnesium,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,specialty,,,,,Material subcategory
Basic,Info,Slug,magnesium-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power range for Magnesium oxide layer removal
Machine,Settings,wavelength,1064,nm,355,10640,,Optimal wavelength considering Magnesium's optical properties
Machine,Settings,spotSize,50,μm,0.1,500,,Optimal beam spot diameter for Magnesium surface treatment
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient Magnesium cleaning process
Machine,Settings,fluenceThreshold,1.2,J/cm²,0.3,4.5,,Minimum fluence required for effective Magnesium surface cleaning
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Optimal pulse duration for controlled ablation of Magnesium oxides
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform Magnesium surface cleaning
Machine,Settings,passCount,2,passes,1,10,,Recommended number of passes for thorough Magnesium cleaning
Machine,Settings,overlapRatio,50,%,10,90,,Optimal pulse overlap for complete Magnesium surface coverage
Machine,Settings,power,200,W,50,1000,,"Typical range for industrial laser cleaning of magnesium alloys to avoid melting (low melting point ~650°C); starting at 200W balances efficiency and safety. Max limited to prevent substrate damage due to high reflectivity at 1064 nm. Source: Studies on Mg alloy cleaning (e.g., J. Laser Appl. 2018, Vol. 30, IPG Photonics specs for Yb-fiber lasers)."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds for contamination removal; slower (500-1000 mm/s) for heavy rust/oils, faster (2000-3000 mm/s) for light contaminants. Recommended 1500 mm/s for optimal balance on Mg to minimize heat accumulation. Source: Industry standards from Laserax and Adapt Laser manuals for metal surface prep."
Machine,Settings,pulse_width,50,ns,0.1,1000,,"Nanosecond regime preferred for Mg to ablate contaminants with minimal HAZ; picosecond (ps) or femtosecond reduces thermal effects but increases cost. 50 ns recommended for low reflectivity materials like Mg. Source: Laser physics research (Opt. Lasers Eng. 2020, Vol. 132, on pulse duration effects in metal cleaning)."
