Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Steel,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: steel, laser cleaning, metal, ferrous, material properties",,,,,
# Last Modified: 2026-01-08,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,250,μm,0.1,500
Machine Setting,Energydensity,2.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,1000
Machine Setting,Frequency,80,kHz,1,200
,Density,7.874,,None,None
Material Characteristics,Density,7.85,g/cm³,0.53,22.6
Material Characteristics,Porosity,0.1,%,0.0,15.0
Material Characteristics,Surfaceroughness,1.6,μm Ra,0.4,150
Material Characteristics,Tensilestrength,400.0,MPa,3.0,3000.0
Material Characteristics,Youngsmodulus,200.0,GPa,5,600
Material Characteristics,Hardness,1.47,GPa,0.5,3500
Material Characteristics,Flexuralstrength,350,MPa,2.5,1050.0
Material Characteristics,Oxidationresistance,8,scale (1-10),200,1200
Material Characteristics,Corrosionresistance,6,scale (1-10),1,10
Material Characteristics,Compressivestrength,250.0,MPa,None,None
Material Characteristics,Fracturetoughness,60.0,MPa m^{1/2},None,None
Material Characteristics,Electricalresistivity,1.7e-07,Ω·m,None,None
Material Characteristics,Boilingpoint,3134.0,K,None,None
Material Characteristics,Electricalconductivity,6700000.0,S/m,None,None
Material Characteristics,Meltingpoint,1723.0,K,None,None
Laser-Material Interaction,Thermalconductivity,50.0,W/(m·K),7.0,430
Laser-Material Interaction,Thermalexpansion,12,×10^{-6}/K,0.5,33
Laser-Material Interaction,Thermaldiffusivity,1.4,×10^{-5} m²/s,0.06,174
Laser-Material Interaction,Specificheat,486.0,J/(kg·K),100,2000
Laser-Material Interaction,Thermalshockresistance,250,W/m,50,400
Laser-Material Interaction,Laserreflectivity,0.4,dimensionless (at 1064 nm),5,99.9
Laser-Material Interaction,Absorptioncoefficient,0.6,dimensionless (at 1064 nm),100000,50000000
Laser-Material Interaction,Ablationthreshold,1.5,J/cm²,2.0,8.0
Laser-Material Interaction,Laserdamagethreshold,2.0,J/cm²,0.1,20.0
Laser-Material Interaction,Thermaldestruction,1773.0,K,None,None
Laser-Material Interaction,Laserabsorption,0.35,dimensionless,None,None
Laser-Material Interaction,Absorptivity,0.35,dimensionless,None,None
Laser-Material Interaction,Vaporpressure,10.0,Pa,None,None
Laser-Material Interaction,Thermaldestructionpoint,1773.0,K,None,None
Laser-Material Interaction,Reflectivity,0.59,,None,None
,Metric,1064,nm,None,None
