Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Brick,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: brick, laser cleaning, masonry, general, material properties",,,,,
# Last Modified: 2026-01-08,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,2000,μm,0.1,2400
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,200,W,50,1000
Machine Setting,Frequency,30,kHz,1,200
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Fracturetoughness,0.75,MPa√m,None,None
Material Characteristics,Density,1920.0,kg/m³,None,None
Material Characteristics,Oxidationresistance,0.98,"dimensionless (scale 0-1, where 1 indicates complete resistance)",None,None
Material Characteristics,Youngsmodulus,11.0,GPa,None,None
Material Characteristics,Hardness,2.5,Mohs,None,None
Material Characteristics,Compressivestrength,20.0,MPa,None,None
Material Characteristics,Tensilestrength,2.5,MPa,None,None
Material Characteristics,Flexuralstrength,8.3,MPa,None,None
Material Characteristics,Corrosionresistance,0.0005,mm/year,None,None
Material Characteristics,Laserdamagethreshold,2.5,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,Absorptioncoefficient,5000000,m⁻¹,1000000,10000000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,2.0,MW/m,1.0,4.0
Laser-Material Interaction,Reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,Thermaldestructionpoint,1473,K,1273,1673
Laser-Material Interaction,Vaporpressure,0.1,Pa,0.001,10
Laser-Material Interaction,Thermaldestruction,1323.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.28,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,6e-06,1/K,None,None
Laser-Material Interaction,Thermalconductivity,0.72,W/m·K,None,None
Laser-Material Interaction,Specificheat,880.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.92,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,4.26e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.15,J/cm²,None,None
,Metric,1064,nm,None,None
