Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Fiberglass,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: fiberglass, laser cleaning, composite, fiber-reinforced, material properties",,,,,
# Last Modified: 2026-01-14,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,300,μm,0.1,500
Machine Setting,Energydensity,1.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,30,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Dwelltime,100,μs,0.2,200
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,50,500
Machine Setting,Frequency,50,kHz,1,200
,Crystallinestructure,mixed,crystal system,None,None
Material Characteristics,Electricalresistivity,1000000000000.0,Ω·m,None,None
Material Characteristics,Density,1800.0,kg/m³,None,None
Material Characteristics,Oxidationresistance,0.0001,mg/cm²/year,None,None
Material Characteristics,Youngsmodulus,25.0,GPa,None,None
Material Characteristics,Hardness,85.0,Shore D,None,None
Material Characteristics,Compressivestrength,240.0,MPa,None,None
Material Characteristics,Tensilestrength,620.0,MPa,None,None
Material Characteristics,Flexuralstrength,200.0,MPa,None,None
Material Characteristics,Corrosionresistance,0.95,dimensionless,None,None
Material Characteristics,Laserdamagethreshold,1.8,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,Absorptioncoefficient,1000000,m⁻¹,100000,10000000
Laser-Material Interaction,Laserdamagethreshold,3.5,J/cm²,1.0,10.0
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,3.0
Laser-Material Interaction,Reflectivity,0.08,dimensionless,0.05,0.15
Laser-Material Interaction,Thermaldestructionpoint,650,K,500,800
Laser-Material Interaction,Vaporpressure,50,Pa,10,500
Laser-Material Interaction,Thermaldestruction,673.0,K,None,None
Laser-Material Interaction,Laserreflectivity,0.04,dimensionless,None,None
Laser-Material Interaction,Thermalexpansion,1.5e-05,K^{-1},None,None
Laser-Material Interaction,Thermalconductivity,0.3,W/m·K,None,None
Laser-Material Interaction,Specificheat,920.0,J/(kg·K),None,None
Laser-Material Interaction,Laserabsorption,0.12,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,1.8e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,2.7,J/cm²,None,None
,Metric,1064,nm,None,None
