Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,80.0,ohm·m,,
Material Characteristics,fractureToughness,0.92,MPa m^{1/2},,
Material Characteristics,youngsModulus,147000000000.0,Pa,,
Material Characteristics,oxidationResistance,1.2e-17,m²/s,,
Material Characteristics,density,3.23,g/cm^3,,
Material Characteristics,hardness,10.2,GPa,,
Material Characteristics,corrosionResistance,0.92,dimensionless,,
Material Characteristics,compressiveStrength,8500.0,MPa,,
Material Characteristics,flexuralStrength,280.0,MPa,,
Material Characteristics,tensileStrength,3.2,GPa,,
Material Characteristics,laserDamageThreshold,0.75,J/cm²,,
Laser-Material Interaction,absorptivity,0.6,dimensionless,0.4,0.8
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,2.0,J/cm²,0.5,5.0
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,0.5,3.0
Laser-Material Interaction,reflectivity,0.4,dimensionless,0.2,0.6
Laser-Material Interaction,thermalDestructionPoint,1400,K,1200,1600
Laser-Material Interaction,vaporPressure,1.0,Pa,0.01,10.0
Laser-Material Interaction,thermalDestruction,1273.0,K,,
Laser-Material Interaction,specificHeat,680.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.35,dimensionless,,
Laser-Material Interaction,thermalConductivity,10.2,W/(m·K),,
Laser-Material Interaction,thermalExpansion,3.6e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,25000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,2.5e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,0.85,J/cm²,,
