Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,41.2,GPa,,
Material Characteristics,oxidationResistance,673.0,K,,
Material Characteristics,density,4472.0,kg/m³,,
Material Characteristics,hardness,0.26,GPa,,
Material Characteristics,absorptivity,0.37,dimensionless,,
Material Characteristics,boilingPoint,3611.0,K,,
Material Characteristics,absorptionCoefficient,69000000.0,m^{-1},,
Material Characteristics,laserDamageThreshold,1.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.35,dimensionless,0.2,0.5
Laser-Material Interaction,absorptionCoefficient,50000000.0,m⁻¹,10000000.0,100000000.0
Laser-Material Interaction,laserDamageThreshold,5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,2.5,MW/m,1.5,3.5
Laser-Material Interaction,reflectivity,0.65,dimensionless,0.5,0.8
Laser-Material Interaction,thermalDestructionPoint,1799,K,1795,1805
Laser-Material Interaction,vaporPressure,0.1,Pa,0.01,1
Laser-Material Interaction,thermalDestruction,1795.0,K,,
Laser-Material Interaction,specificHeat,300.8,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.92,dimensionless,,
Laser-Material Interaction,thermalConductivity,17.2,W/m·K,,
Laser-Material Interaction,thermalExpansion,1.06e-05,K^{-1},,
Laser-Material Interaction,ablationThreshold,1.25,J/cm²,,
Laser-Material Interaction,thermalDiffusivity,1.28e-05,m²/s,,
