# Ebony Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/wood/hardwood/ebony-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Ebony Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/wood/hardwood/ebony-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Ebony,,,,,Material name
Basic,Info,Category,wood,,,,,Material category
Basic,Info,Subcategory,hardwood,,,,,Material subcategory
Basic,Info,Slug,ebony-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,50,W,1,120,,Low power for organic material preservation
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR for controlled wood cleaning
Machine,Settings,spotSize,100,μm,0.1,500,,Larger spot for gentle treatment
Machine,Settings,repetitionRate,20,kHz,1,200,,Lower frequency to prevent burning
Machine,Settings,energyDensity,1,J/cm²,0.1,20,,Low energy to preserve wood fibers
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Short pulses for minimal charring
Machine,Settings,scanSpeed,700,mm/s,10,5000,,Fast scanning to prevent heat damage
Machine,Settings,passCount,1,passes,1,10,,Single gentle pass for delicate surfaces
Machine,Settings,overlapRatio,30,%,10,90,,Lower overlap for organic materials
Machine,Settings,power,100,W,50,500,,"Typical range for delicate organic materials like wood to avoid thermal damage; starting at 100W for controlled cleaning of light contaminants on Ebony. Max safe ~500W to prevent charring (based on general Nd:YAG laser cleaning studies for woods, e.g., Journal of Cultural Heritage, 2018)."
Machine,Settings,scan_speed,1500,mm/s,10,5000,,"Effective speeds balance cleaning efficiency and heat input; slower for heavy contamination (500-1000 mm/s), faster for light (2000-3000 mm/s). Recommended 1500 mm/s for uniform Ebony surface prep (industry standards from IPG Photonics manuals and laser cleaning process optimization)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime preferred for minimal heat-affected zone on low-conductivity woods like Ebony; picosecond (ps) or femtosecond reduces thermal damage but increases cost. 20 ns typical for 1064 nm cleaning without substrate ablation (laser physics research, e.g., Optics & Lasers in Engineering, 2020)."
Machine,Settings,repetition_rate,30,kHz,1,200,,"20-50 kHz balances speed and heat accumulation for organic materials; higher rates (>50 kHz) risk overheating Ebony due to poor thermal conductivity. Recommended 30 kHz for efficient contaminant removal (academic literature, e.g., Applied Surface Science, 2019)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence below Ebony's ablation threshold (~5 J/cm² at 1064 nm for dark woods); 0.5-2 J/cm² for light cleaning, up to 4 for heavy. Recommended 1.5 J/cm² safe for contamination removal without fiber damage (ablation threshold studies, e.g., Journal of Applied Physics, 2017; conservative for Ebony's low reflectivity)."
Machine,Settings,spot_size,200,μm,0.1,500,,"Smaller spots (100-200 μm) for fine detail on Ebony grain, larger (300-500 μm) for broad areas. Recommended 200 μm for precise industrial cleaning (equipment specs from Coherent and Trumpf laser systems)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contaminants, multi-pass (2-3) for heavy or layered removal on woods. Recommended 2 passes for complete Ebony cleaning without overexposure (industry case studies, e.g., laser restoration of wooden artifacts in Heritage Science, 2021)."
Machine,Settings,overlap_ratio,60,%,10,90,,"50-70% ensures uniform coverage and avoids gaps/striping on irregular surfaces like Ebony; lower for speed, higher for thoroughness. Recommended 60% for optimal process (process optimization studies, e.g., Lasers in Manufacturing and Materials Processing, 2022)."
Property,material_characteristics,density,1.2,g/cm³,,,,Material property: density
Property,material_characteristics,porosity,8,%,,,,Material property: porosity
Property,material_characteristics,surfaceRoughness,2,μm,,,,Material property: surfaceRoughness
Property,material_characteristics,tensileStrength,120,MPa,,,,Material property: tensileStrength
Property,material_characteristics,youngsModulus,15,GPa,,,,Material property: youngsModulus
Property,material_characteristics,hardness,0.8,GPa,,,,Material property: hardness
Property,material_characteristics,flexuralStrength,180,MPa,,,,Material property: flexuralStrength
Property,material_characteristics,oxidationResistance,4,μm/year,,,,Material property: oxidationResistance
Property,material_characteristics,corrosionResistance,0.93,mm/year,,,,Material property: corrosionResistance
Property,material_characteristics,compressiveStrength,120,MPa,,,,Material property: compressiveStrength
Property,material_characteristics,fractureToughness,3,MPa m^{1/2},,,,Material property: fractureToughness
Property,material_characteristics,electricalResistivity,10000000000,Ω·m,,,,Material property: electricalResistivity
Property,laser_material_interaction,thermalDestruction,573,K,,,,Material property: thermalDestruction
Property,laser_material_interaction,laserAbsorption,0.15,dimensionless,,,,Material property: laserAbsorption
Property,laser_material_interaction,laserDamageThreshold,3.2,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,ablationThreshold,1.42,J/cm²,,,scientific_literature,Material property: ablationThreshold
Property,laser_material_interaction,thermalDiffusivity,1.17e-7,m²/s,,,scientific_literature,Material property: thermalDiffusivity
Property,laser_material_interaction,thermalExpansion,0.0000042,K^{-1},,,scientific_literature,Material property: thermalExpansion
Property,laser_material_interaction,specificHeat,1420,J/kg·K,,,scientific_literature,Material property: specificHeat
Property,laser_material_interaction,thermalConductivity,0.162,W/(m·K),,,scientific_literature,Material property: thermalConductivity
Property,laser_material_interaction,laserReflectivity,0.035,,,,scientific_literature,Material property: laserReflectivity
