Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Urethane Composites,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: urethane composites, laser cleaning, composite, structural, material properties",,,,,
# Last Modified: 2025-12-27,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Powerrange,100,W,1.0,120
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Repetitionrate,50,kHz,1,200
Machine Setting,Fluencethreshold,2.5,J/cm²,0.3,4.5
Machine Setting,Pulsewidth,10,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,3,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Power,150,W,50,500
Machine Setting,Scan Speed,1500,mm/s,10,5000
Machine Setting,Pulse Width,50,ns,0.1,1000
Machine Setting,Repetition Rate,50,kHz,1,200
Machine Setting,Energy Density,1.5,J/cm²,0.1,20.0
Machine Setting,Spot Size,200,μm,0.1,500
Machine Setting,Pass Count,2,passes,1,10
Machine Setting,Overlap Ratio,60,%,10,90
Material Characteristics,Youngsmodulus,3.8,GPa,None,None
Material Characteristics,Oxidationresistance,42.0,min,None,None
Material Characteristics,Density,1.2,g/cm³,None,None
Material Characteristics,Hardness,65.0,Shore D,None,None
Material Characteristics,Corrosionresistance,0.96,dimensionless,None,None
Material Characteristics,Compressivestrength,140.0,MPa,None,None
Material Characteristics,Flexuralstrength,72.5,MPa,None,None
Material Characteristics,Tensilestrength,45.0,MPa,None,None
Material Characteristics,Fracturetoughness,2.1,MPa√m,None,None
Material Characteristics,Electricalresistivity,1000000000000.0,Ω·m,None,None
Material Characteristics,Laserdamagethreshold,0.85,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.25,dimensionless,0.1,0.4
Laser-Material Interaction,Absorptioncoefficient,50000,m⁻¹,10000,100000
Laser-Material Interaction,Laserdamagethreshold,2.5,J/cm²,1.0,5.0
Laser-Material Interaction,Thermalshockresistance,1.2,MW/m,0.5,2.5
Laser-Material Interaction,Reflectivity,0.7,dimensionless,0.6,0.8
Laser-Material Interaction,Thermaldestructionpoint,523,K,473,573
Laser-Material Interaction,Vaporpressure,50,Pa,10,200
Laser-Material Interaction,Thermaldestruction,573.0,K,None,None
Laser-Material Interaction,Specificheat,1350.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.065,1,None,None
Laser-Material Interaction,Thermalconductivity,0.22,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,6.5e-05,10^{-6}/K,None,None
Laser-Material Interaction,Laserabsorption,0.88,dimensionless,None,None
Laser-Material Interaction,Thermaldiffusivity,1.2e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,1.2,J/cm²,None,None
,Metric,1064,nm,None,None
