Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,1.1,MPa√m,,
Material Characteristics,youngsModulus,45.2,GPa,,
Material Characteristics,oxidationResistance,0.92,1,,
Material Characteristics,density,2750.0,kg/m³,,
Material Characteristics,hardness,4.0,Mohs,,
Material Characteristics,corrosionResistance,0.85,dimensionless (normalized resistance index),,
Material Characteristics,compressiveStrength,120.0,MPa,,
Material Characteristics,flexuralStrength,15.2,MPa,,
Material Characteristics,tensileStrength,7.5,MPa,,
Material Characteristics,porosity,1.5,%,,
Material Characteristics,laserDamageThreshold,1.1,J/cm²,,
Laser-Material Interaction,absorptivity,0.75,dimensionless,0.6,0.9
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,3,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,0.5,3
Laser-Material Interaction,reflectivity,0.25,dimensionless,0.1,0.4
Laser-Material Interaction,thermalDestructionPoint,1273,K,1073,1473
Laser-Material Interaction,vaporPressure,1,Pa,0.1,10
Laser-Material Interaction,thermalDestruction,1073.0,K,,
Laser-Material Interaction,specificHeat,840.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.18,,,
Laser-Material Interaction,thermalConductivity,2.15,W/m·K,,
Laser-Material Interaction,thermalExpansion,9.2e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.72,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1e-06,m²/s,,
Laser-Material Interaction,ablationThreshold,1.45,J/cm²,,
