Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.42,MPa m^{1/2},,
Material Characteristics,youngsModulus,3.1,GPa,,
Material Characteristics,oxidationResistance,0.25,dimensionless,,
Material Characteristics,density,750.0,kg/m³,,
Material Characteristics,hardness,4000.0,N,,
Material Characteristics,corrosionResistance,0.25,,,
Material Characteristics,compressiveStrength,25.0,MPa,,
Material Characteristics,flexuralStrength,25.0,MPa,,
Material Characteristics,tensileStrength,20.0,MPa,,
Material Characteristics,porosity,0.53,fraction,,
Material Characteristics,laserDamageThreshold,14.2,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,50000,m⁻¹,10000,100000
Laser-Material Interaction,laserDamageThreshold,5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,0.5,3
Laser-Material Interaction,reflectivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,thermalDestructionPoint,550,K,450,650
Laser-Material Interaction,vaporPressure,100,Pa,10,1000
Laser-Material Interaction,thermalDestruction,523.0,K,,
Laser-Material Interaction,specificHeat,1700.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.12,dimensionless,,
Laser-Material Interaction,thermalConductivity,0.13,W/m·K,,
Laser-Material Interaction,thermalExpansion,5e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,950000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.07e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
