Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,3300000.0,Ω m,,
Material Characteristics,density,5.317,g/cm³,,
Material Characteristics,oxidationResistance,0.008,nm/min,,
Material Characteristics,youngsModulus,85.4,GPa,,
Material Characteristics,hardness,7.5,GPa,,
Material Characteristics,compressiveStrength,1170.0,MPa,,
Material Characteristics,tensileStrength,41.0,MPa,,
Material Characteristics,flexuralStrength,140.0,MPa,,
Material Characteristics,corrosionResistance,0.85,dimensionless (normalized resistance scale 0-1),,
Material Characteristics,laserDamageThreshold,10.5,J/cm²,,
Laser-Material Interaction,absorptivity,0.68,dimensionless,0.5,0.9
Laser-Material Interaction,absorptionCoefficient,10000000,m⁻¹,1000000,100000000
Laser-Material Interaction,laserDamageThreshold,4.5,J/cm²,1,10
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,0.8,2.5
Laser-Material Interaction,reflectivity,0.32,dimensionless,0.3,0.35
Laser-Material Interaction,thermalDestructionPoint,1511,K,1400,1600
Laser-Material Interaction,vaporPressure,5,Pa,0.1,50
Laser-Material Interaction,thermalDestruction,1511.0,K,,
Laser-Material Interaction,laserReflectivity,0.3,1,,
Laser-Material Interaction,thermalExpansion,5.73e-06,1/K,,
Laser-Material Interaction,thermalConductivity,55.0,W/m·K,,
Laser-Material Interaction,specificHeat,322.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,0.68,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,3.2e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,0.85,J/cm²,,
