Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,210.0,GPa,,
Material Characteristics,oxidationResistance,0.0,mg/(cm²·h),,
Material Characteristics,density,5.68,g/cm³,,
Material Characteristics,hardness,13.2,GPa,,
Material Characteristics,corrosionResistance,0.0001,mm/year,,
Material Characteristics,compressiveStrength,2500.0,MPa,,
Material Characteristics,flexuralStrength,1000.0,MPa,,
Material Characteristics,tensileStrength,350.0,MPa,,
Material Characteristics,fractureToughness,5.5,MPa√m,,
Material Characteristics,porosity,0.3,%,,
Material Characteristics,electricalResistivity,1000000000000.0,Ω·m,,
Material Characteristics,laserDamageThreshold,2.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,absorptionCoefficient,1000,m⁻¹,100,5000
Laser-Material Interaction,laserDamageThreshold,10,J/cm²,1,20
Laser-Material Interaction,thermalShockResistance,2.5,MW/m,1,4
Laser-Material Interaction,reflectivity,0.2,dimensionless,0.1,0.3
Laser-Material Interaction,thermalDestructionPoint,2988,K,2500,3200
Laser-Material Interaction,vaporPressure,0.01,Pa,0.001,0.1
Laser-Material Interaction,thermalDestruction,2988.0,K,,
Laser-Material Interaction,specificHeat,454.8,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.133,fraction,,
Laser-Material Interaction,thermalConductivity,2.14,W/m·K,,
Laser-Material Interaction,thermalExpansion,1.05e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.85,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,8.58e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,2.1,J/cm²,,
