Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Stainless Steel 316,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: stainless steel 316, laser cleaning, metal, alloy, material properties",,,,,
# Last Modified: 2026-01-09,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,100,μm,0.1,500
Machine Setting,Energydensity,0.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,50,ns,0.1,1000
Machine Setting,Scanspeed,2000,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,60,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,100,W,20,1000
Machine Setting,Frequency,50,kHz,1,200
Material Characteristics,Density,8.0,g/cm³,None,None
Material Characteristics,Porosity,0,%,None,None
Material Characteristics,Surfaceroughness,0.8,μm,None,None
Material Characteristics,Tensilestrength,520,MPa,None,None
Material Characteristics,Youngsmodulus,193,GPa,None,None
Material Characteristics,Hardness,2.17,GPa,None,None
Material Characteristics,Flexuralstrength,550,MPa,None,None
Material Characteristics,Oxidationresistance,8,μm/year,None,None
Material Characteristics,Corrosionresistance,0.75,mm/year,None,None
Material Characteristics,Compressivestrength,520,MPa,None,None
Material Characteristics,Fracturetoughness,120,MPa m^{1/2},None,None
Material Characteristics,Electricalresistivity,7.4e-07,Ω·m,None,None
Material Characteristics,Electricalconductivity,1351000.0,S/m,None,None
Material Characteristics,Boilingpoint,3000.0,K,None,None
Material Characteristics,Meltingpoint,1390.0,°C,None,None
Laser-Material Interaction,Thermaldestruction,1673,K,None,None
Laser-Material Interaction,Laserabsorption,0.35,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,2.1,J/cm²,None,None
Laser-Material Interaction,Ablationthreshold,1.25,J/cm²,None,None
Laser-Material Interaction,Thermaldiffusivity,4.05e-06,m²/s,None,None
Laser-Material Interaction,Thermalexpansion,1.6e-05,K^{-1},None,None
Laser-Material Interaction,Specificheat,500.0,J/(kg·K),None,None
Laser-Material Interaction,Thermalconductivity,16.3,W/m·K,None,None
Laser-Material Interaction,Laserreflectivity,0.62,%,None,None
Laser-Material Interaction,Vaporpressure,101325.0,Pa,None,None
Laser-Material Interaction,Thermaldestructionpoint,1399.0,°C,None,None
Laser-Material Interaction,Absorptioncoefficient,33000000.0,m^{-1},None,None
Laser-Material Interaction,Thermalshockresistance,119.0,K,None,None
Laser-Material Interaction,Reflectivity,0.62,fraction,None,None
Laser-Material Interaction,Absorptivity,0.37,dimensionless,None,None
,Metric,1064,nm,None,None
