Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalConductivity,18700000.0,S/m,,
Material Characteristics,electricalResistivity,5.2e-08,Ω·m,,
Material Characteristics,fractureToughness,0.9,MPa m^{1/2},,
Material Characteristics,surfaceRoughness,0.8,μm,,
Material Characteristics,youngsModulus,329.0,GPa,,
Material Characteristics,oxidationResistance,723.0,K,,
Material Characteristics,density,10.28,g/cm³,,
Material Characteristics,hardness,150.0,HV,,
Material Characteristics,corrosionResistance,0.92,dimensionless (corrosion resistance index),,
Material Characteristics,compressiveStrength,830.0,MPa,,
Material Characteristics,flexuralStrength,690.0,MPa,,
Material Characteristics,tensileStrength,690.0,MPa,,
Material Characteristics,porosity,0.0,%,,
Material Characteristics,absorptivity,0.4,dimensionless,,
Material Characteristics,boilingPoint,4912.0,K,,
Material Characteristics,absorptionCoefficient,72300000.0,m^{-1},,
Material Characteristics,meltingPoint,2896.0,K,,
Material Characteristics,vaporPressure,101325.0,Pa,,
Material Characteristics,thermalDestructionPoint,2896.0,K,,
Material Characteristics,reflectivity,0.55,dimensionless,,
Material Characteristics,thermalShockResistance,402000.0,K,,
Material Characteristics,laserDamageThreshold,1.8,J/cm²,,
Laser-Material Interaction,absorptionCoefficient,42000000.0,m^-1,,
Laser-Material Interaction,absorptivity,0.41,dimensionless,,
Laser-Material Interaction,laserDamageThreshold,0.45,J/cm²,,
Laser-Material Interaction,reflectivity,0.57,dimensionless,,
Laser-Material Interaction,thermalDestructionPoint,2896.0,K,,
Laser-Material Interaction,thermalShockResistance,515.0,W/m,,
Laser-Material Interaction,vaporPressure,1.33e-07,Pa,,
Laser-Material Interaction,thermalDestruction,2896.0,K,,
Laser-Material Interaction,specificHeat,251.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.61,fraction,,
Laser-Material Interaction,thermalConductivity,138.0,W/m·K,,
Laser-Material Interaction,thermalExpansion,4.8e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.43,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,5.38e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,2.1,J/cm²,,
