Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: PEEK,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: peek, laser cleaning, plastic, thermoplastic, material properties",,,,,
# Last Modified: 2026-01-09,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,0.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,1500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Laserpower,30,W,1.0,120
Machine Setting,Laserpoweralternative,50,W,10,200
Machine Setting,Frequency,30,kHz,1,200
Material Characteristics,Density,1.32,g/cm³,None,None
Material Characteristics,Porosity,0,%,None,None
Material Characteristics,Surfaceroughness,0.6,μm,None,None
Material Characteristics,Tensilestrength,100,MPa,None,None
Material Characteristics,Youngsmodulus,3.6,GPa,None,None
Material Characteristics,Hardness,0.11,GPa,None,None
Material Characteristics,Flexuralstrength,170,MPa,None,None
Material Characteristics,Oxidationresistance,5,μm/year,None,None
Material Characteristics,Corrosionresistance,0.95,mm/year,None,None
Material Characteristics,Compressivestrength,100,MPa,None,None
Material Characteristics,Fracturetoughness,8,MPa m^{1/2},None,None
Material Characteristics,Electricalresistivity,1e+16,Ω·m,None,None
Laser-Material Interaction,Thermaldestruction,616,K,None,None
Laser-Material Interaction,Laserabsorption,0.25,dimensionless,None,None
Laser-Material Interaction,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Ablationthreshold,0.58,J/cm²,None,None
Laser-Material Interaction,Thermaldiffusivity,1.46e-07,m²/s,None,None
Laser-Material Interaction,Thermalexpansion,4.7e-05,10^{-6} K^{-1},None,None
Laser-Material Interaction,Specificheat,1170.0,J/(kg·K),None,None
Laser-Material Interaction,Thermalconductivity,0.25,W/m·K,None,None
Laser-Material Interaction,Laserreflectivity,0.06,%,None,None
,Metric,1064,nm,None,None
