Category,Property,Value,Unit,Min,Max
Material Characteristics,youngsModulus,650.0,GPa,,
Material Characteristics,oxidationResistance,1073.0,K,,
Material Characteristics,density,15.63,g/cm³,,
Material Characteristics,hardness,19.6,GPa,,
Material Characteristics,corrosionResistance,520000.0,Ω·cm²,,
Material Characteristics,compressiveStrength,4200.0,MPa,,
Material Characteristics,flexuralStrength,414.0,MPa,,
Material Characteristics,tensileStrength,345.0,MPa,,
Material Characteristics,fractureToughness,5.3,MPa m^{1/2},,
Material Characteristics,porosity,0.0,%,,
Material Characteristics,electricalResistivity,1.9e-07,Ω·m,,
Material Characteristics,laserDamageThreshold,3.8,J/cm²,,
Laser-Material Interaction,absorptivity,0.35,dimensionless,0.2,0.5
Laser-Material Interaction,absorptionCoefficient,5000000.0,m⁻¹,100000.0,10000000.0
Laser-Material Interaction,laserDamageThreshold,12,J/cm²,5,20
Laser-Material Interaction,thermalShockResistance,2.5,MW/m,1.5,4
Laser-Material Interaction,reflectivity,0.65,dimensionless,0.5,0.8
Laser-Material Interaction,thermalDestructionPoint,3100,K,2800,3200
Laser-Material Interaction,vaporPressure,1,Pa,0.1,10
Laser-Material Interaction,thermalDestruction,3143.0,K,,
Laser-Material Interaction,specificHeat,210.0,J/kg·K,,
Laser-Material Interaction,laserReflectivity,0.68,dimensionless,,
Laser-Material Interaction,thermalConductivity,84.0,W/m·K,,
Laser-Material Interaction,thermalExpansion,4.7e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.37,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1.92e-05,m²/s,,
Laser-Material Interaction,ablationThreshold,2.5,J/cm²,,
