Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,1.2,MPa√m,,
Material Characteristics,youngsModulus,50000000000.0,Pa,,
Material Characteristics,oxidationResistance,0.98,dimensionless,,
Material Characteristics,density,2700.0,kg/m³,,
Material Characteristics,hardness,6.5,Mohs,,
Material Characteristics,corrosionResistance,9.7,"dimensionless (corrosion resistance index, scale 0-10)",,
Material Characteristics,compressiveStrength,211.0,MPa,,
Material Characteristics,flexuralStrength,15.0,MPa,,
Material Characteristics,tensileStrength,10.5,MPa,,
Material Characteristics,porosity,0.6,%,,
Material Characteristics,laserDamageThreshold,2.5,J/cm²,,
Laser-Material Interaction,absorptivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,absorptionCoefficient,100000,m⁻¹,50000,200000
Laser-Material Interaction,laserDamageThreshold,8,J/cm²,5,15
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,1,3
Laser-Material Interaction,reflectivity,0.9,dimensionless,0.8,0.95
Laser-Material Interaction,thermalDestructionPoint,1500,K,1400,1600
Laser-Material Interaction,vaporPressure,1,Pa,0.1,10
Laser-Material Interaction,thermalDestruction,773.0,K,,
Laser-Material Interaction,specificHeat,790.0,J/kg·K,,
Laser-Material Interaction,laserReflectivity,0.35,dimensionless,,
Laser-Material Interaction,thermalConductivity,2.79,W/m·K,,
Laser-Material Interaction,thermalExpansion,8e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.42,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1.32e-06,m²/s,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
