Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,10000000000.0,Ω·m,,
Material Characteristics,fractureToughness,0.75,MPa√m,,
Material Characteristics,density,2.51,g/cm³,,
Material Characteristics,oxidationResistance,0.0,mg/cm²,,
Material Characteristics,youngsModulus,70000000000.0,Pa,,
Material Characteristics,hardness,5.4,GPa,,
Material Characteristics,compressiveStrength,900.0,MPa,,
Material Characteristics,tensileStrength,48.0,MPa,,
Material Characteristics,flexuralStrength,49.0,MPa,,
Material Characteristics,corrosionResistance,0.05,mg/100cm²,,
Material Characteristics,laserDamageThreshold,12.5,J/cm²,,
Laser-Material Interaction,absorptivity,0.05,dimensionless,0.01,0.1
Laser-Material Interaction,absorptionCoefficient,50,m⁻¹,10,200
Laser-Material Interaction,laserDamageThreshold,10,J/cm²,5,20
Laser-Material Interaction,thermalShockResistance,1.0,MW/m,0.5,2.0
Laser-Material Interaction,reflectivity,0.04,dimensionless,0.03,0.05
Laser-Material Interaction,thermalDestructionPoint,1000,K,900,1100
Laser-Material Interaction,vaporPressure,0.001,Pa,0.001,0.1
Laser-Material Interaction,thermalDestruction,992.0,K,,
Laser-Material Interaction,laserReflectivity,0.042,dimensionless,,
Laser-Material Interaction,thermalExpansion,9e-06,K^{-1},,
Laser-Material Interaction,thermalConductivity,1.11,W/m·K,,
Laser-Material Interaction,specificHeat,840.0,J/(kg·K),,
Laser-Material Interaction,laserAbsorption,0.5,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,5.69e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,2.3,J/cm²,,
