Category,Property,Value,Unit,Min,Max
Material Characteristics,electricalResistivity,100000000000000.0,Ω·m,,
Material Characteristics,fractureToughness,0.9,MPa m^{1/2},,
Material Characteristics,youngsModulus,3.3,GPa,,
Material Characteristics,oxidationResistance,523.0,K,,
Material Characteristics,density,1.05,g/cm³,,
Material Characteristics,hardness,77.0,Shore D,,
Material Characteristics,corrosionResistance,0.65,dimensionless (normalized resistance index),,
Material Characteristics,compressiveStrength,70.0,MPa,,
Material Characteristics,flexuralStrength,50.0,MPa,,
Material Characteristics,tensileStrength,40.0,MPa,,
Material Characteristics,laserDamageThreshold,2.5,J/cm²,,
Laser-Material Interaction,absorptivity,0.15,dimensionless,0.05,0.3
Laser-Material Interaction,absorptionCoefficient,1000000,m⁻¹,100000,5000000
Laser-Material Interaction,laserDamageThreshold,2.0,J/cm²,1.0,4.0
Laser-Material Interaction,thermalShockResistance,1.0,MW/m,0.5,2.0
Laser-Material Interaction,reflectivity,0.05,dimensionless,0.04,0.06
Laser-Material Interaction,thermalDestructionPoint,620,K,600,650
Laser-Material Interaction,vaporPressure,10,Pa,1,100
Laser-Material Interaction,thermalDestruction,623.0,K,,
Laser-Material Interaction,specificHeat,1300.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.052,dimensionless,,
Laser-Material Interaction,thermalConductivity,0.12,W/m·K,,
Laser-Material Interaction,thermalExpansion,7e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,100.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.02e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,0.25,J/cm²,,
