Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.35,MPa m^{1/2},,
Material Characteristics,youngsModulus,12.4,GPa,,
Material Characteristics,oxidationResistance,0.85,J/cm²,,
Material Characteristics,density,720.0,kg/m³,,
Material Characteristics,hardness,5738.0,N,,
Material Characteristics,corrosionResistance,0.75,dimensionless,,
Material Characteristics,compressiveStrength,50.3,MPa,,
Material Characteristics,flexuralStrength,95.1,MPa,,
Material Characteristics,tensileStrength,99.0,MPa,,
Material Characteristics,porosity,0.55,fraction,,
Material Characteristics,laserDamageThreshold,1.2,J/cm²,,
Laser-Material Interaction,absorptivity,0.88,dimensionless,0.8,0.95
Laser-Material Interaction,absorptionCoefficient,450000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,2.0,J/cm²,1.0,5.0
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,1.0,2.0
Laser-Material Interaction,reflectivity,0.12,dimensionless,0.05,0.2
Laser-Material Interaction,thermalDestructionPoint,650,K,600,700
Laser-Material Interaction,vaporPressure,100,Pa,10,500
Laser-Material Interaction,thermalDestruction,280.0,°C,,
Laser-Material Interaction,specificHeat,1380.0,J/kg·K,,
Laser-Material Interaction,laserReflectivity,0.12,dimensionless,,
Laser-Material Interaction,thermalConductivity,0.168,W/m·K,,
Laser-Material Interaction,thermalExpansion,4e-06,K^{-1},,
Laser-Material Interaction,laserAbsorption,28000.0,m^{-1},,
Laser-Material Interaction,thermalDiffusivity,1.25e-07,m²/s,,
Laser-Material Interaction,ablationThreshold,2.45,J/cm²,,
