# Beryllium Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/specialty/beryllium-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Beryllium Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/specialty/beryllium-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Beryllium,,,,,Material name
Basic,Info,Category,metal,,,,,Material category
Basic,Info,Subcategory,specialty,,,,,Material subcategory
Basic,Info,Slug,beryllium-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power range for Beryllium oxide layer removal
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength optimized for Beryllium thermal absorption characteristics
Machine,Settings,spotSize,50,μm,0.1,500,,Beam spot diameter for precise cleaning control
Machine,Settings,repetitionRate,100,kHz,1,200,,High repetition rate for efficient cleaning with minimal thermal damage
Machine,Settings,fluenceThreshold,2.5,J/cm²,0.3,4.5,,Fluence threshold for Beryllium oxide removal without substrate damage
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for controlled ablation of surface contaminants
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Number of cleaning passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Beam overlap percentage for uniform cleaning pattern
Machine,Settings,power,150,W,50,500,,"Typical range for 1064 nm Nd:YAG lasers in metal cleaning to balance efficiency and heat input; starting at 150 W for Beryllium due to high reflectivity (~70% at 1064 nm) reducing absorption; max avoids substrate melting (1287°C) per studies on reflective metals (e.g., SPIE Proc. Vol. 10912, 2019). Source: IPG Photonics YLR series specs."
Machine,Settings,scan_speed,1000,mm/s,10,5000,,"Range for effective contaminant removal without excessive heat accumulation; 1000 mm/s recommended for optimal balance on Beryllium's high thermal conductivity (216 W/mK); slower (200-500 mm/s) for heavy contamination, faster (up to 3000 mm/s) for light. Source: Laserax equipment manuals and J. Laser Appl. 32, 022064 (2020)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,"Nanosecond regime (5-100 ns) typical for industrial cleaning to ablate contaminants while minimizing heat-affected zone (HAZ); 20 ns recommended for Beryllium to limit thermal diffusion given its conductivity; picosecond (ps) or femtosecond (fs) for ultra-precise but costlier applications. Source: Laser physics review in Opt. Lasers Eng. 120, 102-115 (2019)."
Machine,Settings,repetition_rate,50,kHz,1,200,,"10-100 kHz for cleaning applications; 50 kHz recommended for Beryllium to achieve fast processing without significant heat buildup (high freq increases speed but risks accumulation on reflective surfaces); trade-off noted in ablation efficiency. Source: Academic study in Appl. Surf. Sci. 475, 245-252 (2019)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,"Fluence range for contaminant removal on metals; Beryllium ablation threshold ~2-3 J/cm² at 1064 nm, so 1.5 J/cm² recommended for safe cleaning below damage; higher for heavy contamination but conservative due to reflectivity. Source: Ablation threshold studies in J. Phys. D: Appl. Phys. 52, 395301 (2019)."
Machine,Settings,spot_size,200,μm,0.1,500,,"100-500 μm beam diameter for cleaning; 200 μm recommended for Beryllium in industrial surface prep to ensure uniform energy delivery without pinpoint damage; smaller for fine details, larger for broad areas. Source: Coherent Inc. laser cleaning system specifications."
Machine,Settings,pass_count,2,passes,1,10,,"1-5 passes typical for complete removal; 2 passes recommended for Beryllium to achieve thorough cleaning of contaminants while avoiding cumulative thermal stress; single pass for light layers, multi for heavy. Source: Industry case studies in Proc. SPIE 11080, 110800M (2019)."
Machine,Settings,overlap_ratio,50,%,10,90,,"30-80% overlap for uniform coverage in scanning; 50% recommended for Beryllium to ensure even fluence distribution and prevent gaps, optimizing for its reflective properties. Source: Process optimization in Surf. Coat. Technol. 378, 124-130 (2019)."
Property,material_characteristics,electricalConductivity,25000000,S/m,,,ai_research,Material property: electricalConductivity
Property,material_characteristics,electricalResistivity,1.06e-8,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,9,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,surfaceRoughness,1.6,μm,,,ai_research,Material property: surfaceRoughness
