# Polypropylene Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/plastic/thermoplastic/polypropylene-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Polypropylene Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/plastic/thermoplastic/polypropylene-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Polypropylene,,,,,Material name
Basic,Info,Category,plastic,,,,,Material category
Basic,Info,Subcategory,thermoplastic,,,,,Material subcategory
Basic,Info,Slug,polypropylene-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power range for Polypropylene surface cleaning without thermal degradation
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength optimized for Polypropylene absorption characteristics and minimal thermal damage
Machine,Settings,spotSize,100,μm,0.1,500,,Beam spot diameter for effective cleaning resolution on Polypropylene surfaces
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning while maintaining thermal control
Machine,Settings,energyDensity,1.2,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal while preserving Polypropylene substrate
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for controlled ablation of contaminants from Polypropylene surface
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage without excessive thermal buildup
Machine,Settings,passCount,2,passes,1,10,,Recommended number of passes for complete contaminant removal from Polypropylene
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap percentage for uniform cleaning coverage
Machine,Settings,dwellTime,100,μs,0.2,200,,Optimal dwell time per spot for effective cleaning without thermal damage
Machine,Settings,power,100,W,20,500,,Typical range for ns pulsed lasers at 1064 nm on polymers like PP to remove contaminants without melting; starting at 100W for light contamination. Max safe below 500W to avoid thermal damage (melting point ~165°C). Source: Adapted from IPG Photonics specs for YLR series and paper by Lorenz et al. (2016) on polymer laser cleaning.
Machine,Settings,scan_speed,1000,mm/s,10,5000,,"Effective cleaning speeds for 1064 nm on PP; slower for heavy contamination (200-1000 mm/s) to ensure removal, faster for light (1000-3000 mm/s). Recommended 1000 mm/s balances efficiency and heat control given PP's low thermal conductivity (~0.1-0.2 W/mK). Source: Industry standards from Laserax equipment manuals and study by Anisimov et al. (2018) on plastic surface preparation."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime preferred for PP at 1064 nm to minimize heat-affected zone (HAZ); picosecond (ps) or femtosecond (fs) better for ultra-precise but costlier. 20 ns typical for ablation without excessive melting. Source: Laser physics research by Baudin et al. (2014) in Optics Express on polymer ablation thresholds.
