Category,Property,Value,Unit,Min,Max
Material Characteristics,fractureToughness,0.42,MPa√m,,
Material Characteristics,youngsModulus,14.9,GPa,,
Material Characteristics,oxidationResistance,18.2,% (volume),,
Material Characteristics,density,800.0,kg/m³,,
Material Characteristics,hardness,8096.0,N,,
Material Characteristics,corrosionResistance,0.75,dimensionless (normalized durability index),,
Material Characteristics,compressiveStrength,51.6,MPa,,
Material Characteristics,flexuralStrength,126.0,MPa,,
Material Characteristics,tensileStrength,86.2,MPa,,
Material Characteristics,porosity,0.52,,,
Material Characteristics,laserDamageThreshold,2.3,J/cm²,,
Laser-Material Interaction,absorptivity,0.85,dimensionless,0.7,0.95
Laser-Material Interaction,absorptionCoefficient,500000,m⁻¹,100000,1000000
Laser-Material Interaction,laserDamageThreshold,10,J/cm²,5,20
Laser-Material Interaction,thermalShockResistance,1.5,MW/m,1,2
Laser-Material Interaction,reflectivity,0.1,dimensionless,0.05,0.2
Laser-Material Interaction,thermalDestructionPoint,700,K,600,800
Laser-Material Interaction,vaporPressure,100,Pa,10,1000
Laser-Material Interaction,thermalDestruction,613.0,K,,
Laser-Material Interaction,specificHeat,1380.0,J/(kg·K),,
Laser-Material Interaction,laserReflectivity,0.142,dimensionless,,
Laser-Material Interaction,thermalConductivity,0.163,W/m·K,,
Laser-Material Interaction,thermalExpansion,3.4e-05,K^{-1},,
Laser-Material Interaction,laserAbsorption,0.82,dimensionless,,
Laser-Material Interaction,thermalDiffusivity,1.25e-07,m^2/s,,
Laser-Material Interaction,ablationThreshold,1.2,J/cm²,,
