# Brick Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/masonry/general/brick-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Brick Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/masonry/general/brick-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Brick,,,,,Material name
Basic,Info,Category,masonry,,,,,Material category
Basic,Info,Subcategory,general,,,,,Material subcategory
Basic,Info,Slug,brick-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for brick surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-infrared wavelength for optimal brick absorption and minimal substrate damage
Machine,Settings,spotSize,100,μm,0.1,500,,Beam spot diameter for effective cleaning resolution on brick surface texture
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage and thermal management
Machine,Settings,energyDensity,12,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal while preserving brick substrate
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal with controlled thermal penetration
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage and process efficiency
Machine,Settings,passCount,3,passes,1,10,,Recommended number of passes for complete contaminant removal from porous brick surface
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap percentage for uniform cleaning without excessive thermal accumulation
Machine,Settings,power,200,W,50,1000,,"Typical range for 1064 nm Nd:YAG lasers in stone/brick cleaning to remove contaminants without thermal damage; starting at 200W balances efficiency and safety. Max avoids cracking due to brick's low thermal conductivity (~0.8 W/mK). Source: Manufacturer specs from IPG Photonics (e.g., YLR series for restoration); academic review in 'Laser Cleaning of Stone Surfaces' (Optics & Lasers in Engineering, 2015)."
Machine,Settings,scan_speed,500,mm/s,10,5000,,"Effective speeds for contaminant removal on porous brick; slower (100-500 mm/s) for heavy soiling like soot, faster (500-2000 mm/s) for light dust. Recommended 500 mm/s optimizes cleaning rate while minimizing heat buildup. Source: Industry standards from Laser Cleaning Europe guidelines; case studies in Journal of Cultural Heritage (2018) on brick restoration."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime (5-100 ns) preferred for brick to ablate contaminants via photothermal effects with minimal heat-affected zone (HAZ); picosecond (ps) or femtosecond (fs) reduces HAZ further but increases cost. Recommended 20 ns for balance. Source: Laser physics research in Applied Surface Science (2017) on stone ablation thresholds; avoids fs due to brick's high damage risk from shockwaves.
Machine,Settings,repetition_rate,30,kHz,1,200,,"Typical for pulsed cleaning to control energy delivery; 10-50 kHz for brick prevents heat accumulation in low-conductivity material, while higher rates speed up process but risk thermal stress. Recommended 30 kHz for optimal throughput. Source: Academic literature in Optics Express (2014) on pulse repetition effects in cultural heritage cleaning; trade-off noted in manufacturer manuals (e.g., Adapt Laser Systems)."
Machine,Settings,energy_density,1.5,J/cm²,0.1,20,,Fluence range for safe ablation of organic/inorganic contaminants on brick; damage threshold ~3-5 J/cm² to avoid surface cracking or vitrification. Recommended 1.5 J/cm² for effective cleaning below threshold. Source: Ablation threshold studies in Journal of Applied Physics (2016) on fired clay materials; conservative for brick's porosity and reflectivity (~20-30% at 1064 nm).
Machine,Settings,spot_size,2000,μm,0.1,2400,,"Beam diameter range for industrial cleaning; smaller (0.5-1 mm) for detailed work, larger (2-5 mm) for broad brick surfaces. Recommended 2 mm for uniform coverage on rough brick texture. Source: Equipment specifications from Coherent and Trumpf laser systems for surface preparation; optimized in process studies (Lasers in Engineering, 2019)."
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy layers to ensure complete removal without excessive energy. Recommended 2 passes for brick to achieve uniform results while staying below damage threshold. Source: Industry practice in restoration case studies (e.g., European Commission reports on laser cleaning of masonry, 2020); avoids overexposure on porous surfaces."
Machine,Settings,overlap_ratio,60,%,10,90,,"Overlap ensures uniform coverage on uneven brick; 30-50% for speed, 60-80% for thorough cleaning of pores. Recommended 60% for optimal uniformity without redundancy. Source: Process optimization studies in Applied Optics (2015) on scan strategies for stone; standard in manufacturer guidelines (e.g., Laserax equipment manuals)."
Property,material_characteristics,fractureToughness,0.75,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,density,1920,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,oxidationResistance,0.98,"dimensionless (scale 0-1, where 1 indicates complete resistance)",,,ai_research,Material property: oxidationResistance
Property,material_characteristics,youngsModulus,11,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,hardness,2.5,Mohs,,,ai_research,Material property: hardness
Property,material_characteristics,compressiveStrength,20,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,tensileStrength,2.5,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,flexuralStrength,8.3,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,corrosionResistance,0.0005,mm/year,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,laserDamageThreshold,2.5,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.85,dimensionless,0.7,0.95,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,5000000,m⁻¹,1000000,10000000,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,2.5,J/cm²,1,5,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,2,MW/m,1,4,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.15,dimensionless,0.05,0.3,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1473,K,1273,1673,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,0.1,Pa,0.001,10,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,1323,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,laserReflectivity,0.28,dimensionless,,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalExpansion,0.000006,1/K,,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,thermalConductivity,0.72,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,specificHeat,880,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserAbsorption,0.92,dimensionless,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,thermalDiffusivity,4.26e-7,m²/s,,,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.15,J/cm²,,,scientific_literature,Material property: ablationThreshold
Application,Industries,Application 1,Cultural Heritage,,,,,Industry application
Application,Industries,Application 2,Construction and Restoration,,,,,Industry application
Application,Industries,Application 3,Industrial Manufacturing,,,,,Industry application
Application,Industries,Application 4,Marine and Coastal,,,,,Industry application
Application,Industries,Application 5,Food Processing,,,,,Industry application
Application,Industries,Application 6,Energy Sector,,,,,Industry application
Application,Industries,Application 7,Transportation Infrastructure,,,,,Industry application
Application,Industries,Application 8,Historical Archaeology,,,,,Industry application
Application,Industries,Application 9,Wastewater Treatment,,,,,Industry application
Application,Industries,Application 10,Mining and Mineral Processing,,,,,Industry application
