# ABS Laser Cleaning Dataset
# License: CC-BY-4.0 (https://creativecommons.org/licenses/by/4.0/)
# Source: Z-Beam Laser Cleaning Research Lab
# URL: http://localhost:3000/materials/plastic/thermoplastic/abs-laser-cleaning
# Last Updated: 2025-11-26
# Version: 1.0
# Contact: info@z-beam.com
#
# Citation: Z-Beam (2025). ABS Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/plastic/thermoplastic/abs-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,ABS,,,,,Material name
Basic,Info,Category,plastic,,,,,Material category
Basic,Info,Subcategory,thermoplastic,,,,,Material subcategory
Basic,Info,Slug,abs-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,30,W,,,,Machine setting: powerRange
Machine,Settings,wavelength,1064,nm,,,,Machine setting: wavelength
Machine,Settings,spotSize,100,μm,,,,Machine setting: spotSize
Machine,Settings,repetitionRate,20,kHz,,,,Machine setting: repetitionRate
Machine,Settings,energyDensity,0.5,J/cm²,,,,Machine setting: energyDensity
Machine,Settings,pulseWidth,10,ns,,,,Machine setting: pulseWidth
Machine,Settings,scanSpeed,800,mm/s,,,,Machine setting: scanSpeed
Machine,Settings,passCount,2,passes,,,,Machine setting: passCount
Machine,Settings,overlapRatio,30,%,,,,Machine setting: overlapRatio
Property,material_characteristics,density,1.05,g/cm³,0.84275,2.21225,,Material property: density
Property,material_characteristics,porosity,0,%,,,,Material property: porosity
Property,material_characteristics,surfaceRoughness,1.5,μm,,,,Material property: surfaceRoughness
Property,material_characteristics,tensileStrength,40,MPa,10,400,,Material property: tensileStrength
Property,material_characteristics,youngsModulus,2.3,GPa,0.01,5000,,Material property: youngsModulus
Property,material_characteristics,hardness,0.075,GPa,51.75,123.25,,Material property: hardness
Property,material_characteristics,flexuralStrength,70,MPa,20.655,96.445,,Material property: flexuralStrength
Property,material_characteristics,oxidationResistance,1.8,μm/year,0.76,1574.96,,Material property: oxidationResistance
Property,material_characteristics,corrosionResistance,0.88,mm/year,0,105,,Material property: corrosionResistance
Property,material_characteristics,thermalDestruction,478,K,227.85,715.15,,Material property: thermalDestruction
Property,material_characteristics,laserAbsorption,0.55,dimensionless,0.285,125999.985,,Material property: laserAbsorption
Property,material_characteristics,compressiveStrength,40,MPa,20,200,,Material property: compressiveStrength
Property,material_characteristics,fractureToughness,5,MPa m^{1/2},0.7,2.9,,Material property: fractureToughness
Property,material_characteristics,electricalResistivity,100000000000000,Ω·m,9500000000000,104999500000000000,,Material property: electricalResistivity
Property,material_characteristics,laserReflectivity,0.045,,0.02155,0.05345,scientific_literature,Material property: laserReflectivity
Property,material_characteristics,thermalExpansion,0.00009,K^{-1},0.000059,0.000196,scientific_literature,Material property: thermalExpansion
Property,material_characteristics,thermalDiffusivity,1.3e-7,m²/s,0,0,scientific_literature,Material property: thermalDiffusivity
Property,material_characteristics,specificHeat,1300,J/(kg·K),1,2500,scientific_literature,Material property: specificHeat
Property,material_characteristics,ablationThreshold,1.8,J/cm²,0.39,2.81,scientific_literature,Material property: ablationThreshold
Property,material_characteristics,thermalConductivity,0.19,W/m·K,0.02,3,scientific_literature,Material property: thermalConductivity
Property,material_characteristics,laserDamageThreshold,0.82,J/cm²,0.715,2.585,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalConductivity,0.22,W/m·K,0.15,0.3,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,thermalDiffusivity,1.4e-7,m²/s,1e-7,2e-7,ai_research,Material property: thermalDiffusivity
Property,laser_material_interaction,ablationThreshold,1.2,J/cm²,0.5,2.5,ai_research,Material property: ablationThreshold
