Category,Property,Value,Unit,Min,Max
# Dataset Version: 3.0,,,,,
# Dataset: Polyethylene,,,,,
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/),,,,,
"# Keywords: polyethylene, laser cleaning, plastic, thermoplastic, material properties",,,,,
# Last Modified: 2026-01-10,,,,,
"# Citations: ANSI Z136.1, ISO 11146, IEC 60825",,,,,
#,,,,,
Machine Setting,Wavelength,1064,nm,355,10640
Machine Setting,Spotsize,200,μm,0.1,500
Machine Setting,Energydensity,0.5,J/cm²,0.1,20.0
Machine Setting,Pulsewidth,20,ns,0.1,1000
Machine Setting,Scanspeed,500,mm/s,10,5000
Machine Setting,Passcount,2,passes,1,10
Machine Setting,Overlapratio,50,%,10,90
Machine Setting,Laserpower,100,W,1.0,120
Machine Setting,Laserpoweralternative,150,W,50,500
Machine Setting,Frequency,30,kHz,1,200
,Crystallinestructure,amorphous,crystal system,None,None
Material Characteristics,Electricalresistivity,1000000000000000.0,Ω·m,None,None
Material Characteristics,Fracturetoughness,2.5,MPa m^{1/2},None,None
Material Characteristics,Youngsmodulus,1.0,GPa,None,None
Material Characteristics,Oxidationresistance,25.0,min,None,None
Material Characteristics,Density,940.0,kg/m³,None,None
Material Characteristics,Hardness,65.0,Shore D,None,None
Material Characteristics,Corrosionresistance,0.98,,None,None
Material Characteristics,Compressivestrength,25.0,MPa,None,None
Material Characteristics,Flexuralstrength,25.0,MPa,None,None
Material Characteristics,Tensilestrength,25.0,MPa,None,None
Material Characteristics,Laserdamagethreshold,1.2,J/cm²,None,None
Laser-Material Interaction,Absorptivity,0.7,dimensionless,0.5,0.9
Laser-Material Interaction,Absorptioncoefficient,100000,m⁻¹,10000,1000000
Laser-Material Interaction,Laserdamagethreshold,2.0,J/cm²,0.5,5.0
Laser-Material Interaction,Thermalshockresistance,1.5,MW/m,0.5,3.0
Laser-Material Interaction,Reflectivity,0.05,dimensionless,0.02,0.1
Laser-Material Interaction,Thermaldestructionpoint,673,K,600,800
Laser-Material Interaction,Vaporpressure,0.1,Pa,0.001,10
Laser-Material Interaction,Thermaldestruction,480.0,°C,None,None
Laser-Material Interaction,Specificheat,2300.0,J/(kg·K),None,None
Laser-Material Interaction,Laserreflectivity,0.042,1,None,None
Laser-Material Interaction,Thermalconductivity,0.38,W/m·K,None,None
Laser-Material Interaction,Thermalexpansion,0.00015,K^{-1},None,None
Laser-Material Interaction,Laserabsorption,50.0,m^{-1},None,None
Laser-Material Interaction,Thermaldiffusivity,1.6e-07,m²/s,None,None
Laser-Material Interaction,Ablationthreshold,0.28,J/cm²,None,None
,Metric,1064,nm,None,None
